engine,player_name,player_id,game_date,season,dataset_split,team,opponent,p_k,bf_mean,bf_std,beta_concentration,proj_k,actual_bf,actual_k,line,lean,edge,edge_bucket,model_prob_over,model_prob_under,implied_prob_over,implied_prob_under,actual_odds,bet_win,odds_flag,statcast_available,seg_A,seg_D,seg_E,n_books
BetaBinomial,Lucas Giolito,608337.0,2025-09-06,2025,OOS,BOS,ARI,0.2072,27.3,6.62,16.0,5.66,24,2.0,4.5,OVER,0.0209,2-5%,0.5656,0.4344,0.5447,0.4553,-138.0,0.0,False,True,False,False,False,8
BetaBinomial,Brandon Pfaadt,694297.0,2025-09-06,2025,OOS,AZ,ARI,0.1853,24.6,8.47,25.5,4.55,24,7.0,4.5,UNDER,0.0352,2-5%,0.4366,0.5634,0.4718,0.5282,-132.0,0.0,False,True,False,False,False,8
BetaBinomial,Zack Littell,641793.0,2025-05-20,2025,OOS,TB,TBR,0.1383,25.4,4.05,15.5,3.51,23,6.0,3.5,UNDER,0.107,5%+,0.4212,0.5788,0.5282,0.4718,-265.0,0.0,False,True,False,False,False,6
BetaBinomial,Javier Assad,665871.0,2023-09-02,2023,TRAIN,CHC,CIN,0.1976,24.9,7.68,38.7,4.92,27,7.0,3.5,OVER,0.0872,5%+,0.648,0.352,0.5608,0.4392,-375.0,1.0,False,True,False,True,False,9
BetaBinomial,Andrew Abbott,671096.0,2023-09-02,2023,TRAIN,CIN,CHC,0.2527,21.3,7.07,11.7,5.38,25,5.0,5.5,UNDER,0.0379,2-5%,0.424,0.576,0.4619,0.5381,-275.0,1.0,False,True,False,False,False,9
BetaBinomial,Gerrit Cole,543037.0,2023-07-28,2023,TRAIN,NYY,BAL,0.3204,26.2,3.32,17.9,8.4,24,,6.5,OVER,0.1295,5%+,0.648,0.352,0.5185,0.4815,-260.0,,False,True,False,False,False,10
BetaBinomial,Grayson Rodriguez,680570.0,2023-07-28,2023,TRAIN,BAL,NYY,0.2743,22.5,4.68,18.4,6.17,23,,5.5,OVER,0.0687,5%+,0.534,0.466,0.4653,0.5347,-200.0,,False,True,False,True,False,10
BetaBinomial,Mitch Spence,687765.0,2025-06-16,2025,OOS,ATH,OAK,0.2218,21.0,4.2,50.0,4.66,21,2.0,3.5,OVER,0.1053,5%+,0.6594,0.3406,0.5541,0.4459,-145.0,0.0,False,False,False,False,False,4
BetaBinomial,Zac Gallen,668678.0,2023-06-16,2023,TRAIN,AZ,ARI,0.2188,26.3,5.71,8.0,5.76,26,,5.5,OVER,0.0251,2-5%,0.4424,0.5576,0.4173,0.5827,-154.0,,False,True,False,False,False,11
BetaBinomial,Merrill Kelly,518876.0,2025-05-24,2025,OOS,AZ,STL,0.2567,25.8,4.51,9.4,6.62,25,6.0,4.5,OVER,0.2023,5%+,0.635,0.365,0.4327,0.5673,-590.0,1.0,False,True,False,False,False,7
BetaBinomial,Matthew Liberatore,669461.0,2025-05-24,2025,OOS,STL,ARI,0.2139,24.1,4.63,48.7,5.16,27,4.0,3.5,OVER,0.1541,5%+,0.7246,0.2754,0.5706,0.4294,-480.0,1.0,False,True,True,False,False,7
BetaBinomial,Freddy Peralta,642547.0,2024-09-02,2024,VALIDATION,MIL,STL,0.2178,23.4,2.92,20.3,5.1,23,,5.5,UNDER,0.1516,5%+,0.4032,0.5968,0.5548,0.4452,130.0,,False,True,False,False,False,7
BetaBinomial,Andre Pallante,669467.0,2024-09-02,2024,VALIDATION,STL,MIL,0.168,26.2,4.36,27.2,4.41,24,,4.5,UNDER,0.0572,5%+,0.4358,0.5642,0.493,0.507,-106.0,,False,True,False,False,False,7
BetaBinomial,Shane Smith,681343.0,2025-08-30,2025,OOS,CWS,CHW,0.2188,23.6,6.18,14.4,5.16,25,,4.5,UNDER,0.0308,2-5%,0.4998,0.5002,0.5306,0.4694,106.0,,False,True,False,False,False,8
BetaBinomial,Cam Schlittler,693645.0,2025-08-30,2025,OOS,NYY,CHW,0.2961,22.8,2.73,21.4,6.74,24,,5.5,OVER,0.1437,5%+,0.6114,0.3886,0.4677,0.5323,100.0,,False,True,False,False,False,8
BetaBinomial,Zack Greinke,425844.0,2023-08-01,2023,TRAIN,KC,KCR,0.1166,21.7,2.64,12.1,2.53,18,,2.5,UNDER,0.0836,5%+,0.4164,0.5836,0.5,0.5,-115.0,,False,True,False,False,False,5
BetaBinomial,Jose Quintana,500779.0,2023-08-01,2023,TRAIN,NYM,KCR,0.1788,21.0,4.2,50.0,3.76,27,,4.5,UNDER,0.0953,5%+,0.3256,0.6744,0.4209,0.5791,-160.0,,False,False,False,False,False,8
BetaBinomial,Tylor Megill,656731.0,2024-06-29,2024,VALIDATION,NYM,HOU,0.2613,21.6,5.82,26.9,5.64,25,,4.5,OVER,0.0349,2-5%,0.6042,0.3958,0.5693,0.4307,-305.0,,False,True,False,False,False,9
BetaBinomial,Framber Valdez,664285.0,2024-06-29,2024,VALIDATION,HOU,NYM,0.1891,26.0,5.86,20.8,4.91,26,,5.5,UNDER,0.0647,5%+,0.3518,0.6482,0.4165,0.5835,-335.0,,False,True,False,False,False,9
BetaBinomial,Tyler Anderson,542881.0,2023-09-09,2023,TRAIN,LAA,CLE,0.1757,22.6,4.61,19.0,3.98,30,,4.5,UNDER,0.1013,5%+,0.3648,0.6352,0.4661,0.5339,-285.0,,False,True,False,False,False,8
BetaBinomial,Lucas Giolito,608337.0,2023-09-09,2023,TRAIN,CLE,LAA,0.2695,24.4,6.78,23.0,6.56,25,,5.5,OVER,0.0304,2-5%,0.5738,0.4262,0.5434,0.4566,-285.0,,False,True,True,True,True,8
BetaBinomial,Lance Lynn,458681.0,2023-05-16,2023,TRAIN,CWS,CHW,0.2758,26.9,3.41,20.1,7.43,28,,5.5,OVER,0.2162,5%+,0.676,0.324,0.4598,0.5402,105.0,,False,True,False,False,False,10
BetaBinomial,Shane Bieber,669456.0,2023-05-16,2023,TRAIN,CLE,CHW,0.1996,28.1,3.62,21.4,5.6,26,,5.5,OVER,0.0171,0-2%,0.47,0.53,0.4529,0.5471,110.0,,False,True,False,False,False,10
BetaBinomial,JP Sears,676664.0,2023-06-22,2023,TRAIN,OAK,CLE,0.1824,22.9,3.74,13.9,4.18,24,,5.5,UNDER,0.2136,5%+,0.2762,0.7238,0.4899,0.5101,-120.0,,False,True,False,False,False,1
BetaBinomial,Zac Gallen,668678.0,2024-09-15,2024,VALIDATION,AZ,ARI,0.3001,23.0,3.55,13.0,6.91,23,7.0,6.5,OVER,0.0334,2-5%,0.5028,0.4972,0.4694,0.5306,102.0,1.0,False,True,False,False,False,6
BetaBinomial,DL Hall,669084.0,2024-09-15,2024,VALIDATION,MIL,ARI,0.2278,24.3,7.52,11.8,5.53,18,4.0,4.5,OVER,0.1068,5%+,0.5328,0.4672,0.426,0.574,122.0,0.0,False,True,False,False,False,7
BetaBinomial,Dean Kremer,665152.0,2025-08-17,2025,OOS,BAL,HOU,0.2183,25.6,4.99,49.7,5.59,24,7.0,4.5,OVER,0.0749,5%+,0.6202,0.3798,0.5453,0.4547,-146.0,1.0,False,True,False,False,False,8
BetaBinomial,Ryne Nelson,669194.0,2025-07-25,2025,OOS,AZ,PIT,0.1857,23.3,4.83,18.1,4.34,22,4.0,4.5,UNDER,0.0195,0-2%,0.4172,0.5828,0.4367,0.5633,-148.0,1.0,False,True,False,False,False,8
BetaBinomial,Mike Burrows,681347.0,2025-07-25,2025,OOS,PIT,ARI,0.2302,22.1,7.03,16.4,5.09,21,5.0,4.5,OVER,0.0492,2-5%,0.4958,0.5042,0.4466,0.5534,112.0,1.0,False,True,False,False,False,8
BetaBinomial,Max Fried,608331.0,2024-08-10,2024,VALIDATION,ATL,COL,0.2755,27.2,8.01,19.4,7.49,25,,5.5,OVER,0.1065,5%+,0.6396,0.3604,0.5331,0.4669,-305.0,,False,True,False,True,False,8
BetaBinomial,Dakota Hudson,641712.0,2024-08-10,2024,VALIDATION,COL,ATL,0.1286,22.6,5.79,24.6,2.91,13,,2.5,UNDER,0.0515,5%+,0.495,0.505,0.5465,0.4535,110.0,,False,True,False,True,False,6
BetaBinomial,Griffin Canning,656288.0,2023-05-10,2023,TRAIN,LAA,HOU,0.2022,21.4,4.28,50.0,4.33,18,,4.5,UNDER,0.1553,5%+,0.417,0.583,0.5723,0.4277,-159.0,,False,True,True,False,False,7
BetaBinomial,Frankie Montas,593423.0,2024-04-21,2024,VALIDATION,CIN,LAA,0.1668,21.3,8.43,50.0,3.56,3,0.0,5.5,UNDER,0.2198,5%+,0.2245,0.7755,0.4442,0.5558,-152.0,1.0,False,True,False,False,False,2
BetaBinomial,Jose Quintana,500779.0,2025-05-03,2025,OOS,MIL,CHC,0.1588,20.4,3.72,50.0,3.25,23,6.0,3.5,UNDER,0.1482,5%+,0.396,0.604,0.5442,0.4558,104.0,0.0,False,True,False,False,False,7
BetaBinomial,Jameson Taillon,592791.0,2025-05-03,2025,OOS,CHC,MIL,0.1912,23.8,4.16,12.6,4.56,22,5.0,4.5,OVER,0.0257,2-5%,0.4494,0.5506,0.4237,0.5763,118.0,1.0,False,True,False,False,False,7
BetaBinomial,Nick Pivetta,601713.0,2024-05-14,2024,VALIDATION,BOS,TBR,0.2251,20.4,4.08,50.0,4.6,20,8.0,5.5,UNDER,0.1009,5%+,0.3142,0.6858,0.4151,0.5849,-169.0,0.0,False,True,False,False,False,10
BetaBinomial,Aaron Civale,650644.0,2024-05-14,2024,VALIDATION,TB,BOS,0.252,22.2,4.35,30.3,5.59,20,6.0,5.5,OVER,0.02,0-2%,0.4694,0.5306,0.4494,0.5506,109.0,1.0,False,True,True,True,True,10
BetaBinomial,Reese Olson,681857.0,2024-07-05,2024,VALIDATION,DET,CIN,0.2662,26.3,6.97,26.0,7.01,21,8.0,5.5,OVER,0.1415,5%+,0.6212,0.3788,0.4797,0.5203,-108.0,1.0,False,True,False,True,False,8
BetaBinomial,Carson Spiers,686730.0,2024-07-05,2024,VALIDATION,CIN,DET,0.1976,20.8,4.17,50.0,4.12,24,3.0,4.5,UNDER,0.0747,5%+,0.3922,0.6078,0.4669,0.5331,-360.0,1.0,False,True,False,True,False,8
BetaBinomial,Michael Lorenzen,547179.0,2024-08-27,2024,VALIDATION,KC,CLE,0.1536,47.8,16.37,18.2,7.35,7,,3.5,OVER,0.2496,5%+,0.7338,0.2662,0.4842,0.5158,-104.0,,False,True,False,False,False,7
BetaBinomial,Gavin Williams,668909.0,2024-08-27,2024,VALIDATION,CLE,KCR,0.233,21.9,4.37,13.0,5.1,20,,4.5,UNDER,0.0346,2-5%,0.51,0.49,0.5446,0.4554,110.0,,False,True,False,False,False,7
BetaBinomial,Max Fried,608331.0,2025-05-02,2025,OOS,NYY,TBR,0.1932,27.4,4.92,8.5,5.29,24,,5.5,UNDER,0.1002,5%+,0.407,0.593,0.5072,0.4928,-240.0,,False,True,False,False,False,7
BetaBinomial,Ryan Pepiot,686752.0,2025-05-02,2025,OOS,TB,NYY,0.2416,25.6,2.24,32.6,6.19,20,,5.5,OVER,0.5416,5%+,0.559,0.441,0.0174,0.9826,-102.0,,True,True,False,True,False,7
BetaBinomial,Slade Cecconi,677944.0,2024-06-06,2024,VALIDATION,AZ,SDP,0.1765,21.1,3.54,14.3,3.72,21,3.0,3.5,OVER,0.0377,2-5%,0.46,0.54,0.4223,0.5777,126.0,0.0,False,True,False,False,False,9
BetaBinomial,Nestor Cortes,641482.0,2024-05-22,2024,VALIDATION,NYY,SEA,0.2706,25.3,5.13,22.9,6.84,19,6.0,6.5,OVER,0.0356,2-5%,0.4954,0.5046,0.4598,0.5402,104.0,0.0,False,True,False,True,False,10
BetaBinomial,Bryce Miller,682243.0,2024-05-22,2024,VALIDATION,SEA,NYY,0.2039,23.4,3.95,9.4,4.76,23,4.0,4.5,UNDER,0.0778,5%+,0.4498,0.5502,0.5276,0.4724,100.0,1.0,False,True,False,False,False,10
BetaBinomial,Lance Lynn,458681.0,2024-06-24,2024,VALIDATION,STL,ATL,0.2324,22.2,3.59,33.9,5.17,23,5.0,5.5,UNDER,0.0219,2-5%,0.4108,0.5892,0.4327,0.5673,-152.0,1.0,False,True,False,True,False,9
BetaBinomial,Spencer Schwellenbach,680885.0,2024-06-24,2024,VALIDATION,ATL,STL,0.2068,22.3,3.9,50.0,4.62,21,6.0,4.5,UNDER,0.0125,0-2%,0.4764,0.5236,0.4889,0.5111,-122.0,0.0,False,True,False,False,False,9
BetaBinomial,Michael Wacha,608379.0,2025-05-18,2025,OOS,KC,KCR,0.1651,26.3,3.68,51.6,4.34,23,6.0,3.5,OVER,0.0913,5%+,0.6036,0.3964,0.5123,0.4877,-122.0,1.0,False,True,False,False,False,6
BetaBinomial,Matthew Liberatore,669461.0,2025-05-18,2025,OOS,STL,KCR,0.2143,22.4,4.9,44.0,4.8,26,5.0,4.5,OVER,0.0902,5%+,0.5024,0.4976,0.4122,0.5878,-420.0,1.0,False,True,False,False,False,6
BetaBinomial,Yusei Kikuchi,579328.0,2025-06-20,2025,OOS,LAA,HOU,0.2111,26.3,6.19,21.7,5.55,26,9.0,5.5,OVER,0.0327,2-5%,0.4454,0.5546,0.4127,0.5873,-420.0,1.0,False,True,False,False,False,7
BetaBinomial,Hunter Brown,686613.0,2025-06-20,2025,OOS,HOU,LAA,0.3815,24.3,3.82,24.1,9.29,20,4.0,6.5,OVER,0.1694,5%+,0.75,0.25,0.5806,0.4194,-158.0,0.0,False,True,False,True,False,7
BetaBinomial,Jack Leiter,683004.0,2025-08-06,2025,OOS,TEX,NYY,0.2909,23.4,4.58,29.4,6.8,17,3.0,5.5,OVER,0.1739,5%+,0.6198,0.3802,0.4459,0.5541,110.0,0.0,False,True,False,True,False,7
BetaBinomial,Chris Flexen,623167.0,2023-08-26,2023,TRAIN,COL,BAL,0.1812,26.9,6.92,35.8,4.87,21,7.0,3.5,OVER,0.1915,5%+,0.625,0.375,0.4335,0.5665,120.0,1.0,False,True,False,False,False,8
BetaBinomial,Kyle Bradish,680694.0,2023-08-26,2023,TRAIN,BAL,COL,0.3088,24.1,3.46,18.9,7.43,25,8.0,6.5,OVER,0.0902,5%+,0.5774,0.4226,0.4872,0.5128,-120.0,1.0,False,True,True,True,True,9
BetaBinomial,Tyler Glasnow,607192.0,2024-04-09,2024,VALIDATION,LAD,MIN,0.2152,19.4,3.89,50.0,4.18,24,14.0,8.5,UNDER,0.3557,5%+,0.0541,0.9459,0.4098,0.5902,-165.0,0.0,False,True,False,False,False,10
BetaBinomial,Michael Lorenzen,547179.0,2025-07-06,2025,OOS,KC,ARI,0.1987,23.1,6.62,31.6,4.58,24,7.0,3.5,OVER,0.0514,5%+,0.596,0.404,0.5446,0.4554,-154.0,1.0,False,True,False,False,False,8
BetaBinomial,Ryan Feltner,663372.0,2024-05-23,2024,VALIDATION,COL,OAK,0.1703,24.8,5.62,9.9,4.23,24,6.0,5.5,UNDER,0.1775,5%+,0.3028,0.6972,0.4803,0.5197,-225.0,0.0,False,True,False,True,False,10
BetaBinomial,Joey Estes,683155.0,2024-05-23,2024,VALIDATION,OAK,COL,0.2676,17.6,4.2,50.0,4.7,27,6.0,5.5,UNDER,0.0989,5%+,0.3334,0.6666,0.4323,0.5677,-143.0,0.0,False,False,False,True,False,10
BetaBinomial,James Paxton,572020.0,2024-04-29,2024,VALIDATION,LAD,ARI,0.123,22.3,3.29,50.0,2.75,25,4.0,3.5,UNDER,0.231,5%+,0.3058,0.6942,0.5368,0.4632,105.0,0.0,False,True,False,False,False,11
BetaBinomial,Tommy Henry,674072.0,2024-04-29,2024,VALIDATION,AZ,ARI,0.2062,23.5,3.82,73.8,4.85,18,0.0,3.5,OVER,0.1221,5%+,0.687,0.313,0.5649,0.4351,-150.0,0.0,False,True,False,False,False,11
BetaBinomial,Kodai Senga,673540.0,2023-09-20,2023,TRAIN,NYM,MIA,0.3153,26.0,4.51,22.1,8.19,25,3.0,6.5,OVER,0.1424,5%+,0.6424,0.3576,0.5,0.5,-115.0,0.0,False,True,False,False,False,9
BetaBinomial,Luis Castillo,622491.0,2023-07-19,2023,TRAIN,SEA,MIN,0.2625,24.6,3.25,20.0,6.46,26,,7.5,UNDER,0.2014,5%+,0.3414,0.6586,0.5428,0.4572,-210.0,,False,True,False,True,False,8
BetaBinomial,Kenta Maeda,628317.0,2023-07-19,2023,TRAIN,MIN,SEA,0.3228,21.9,7.83,5.8,7.07,21,,5.5,OVER,0.0189,0-2%,0.5346,0.4654,0.5157,0.4843,-120.0,,False,True,False,True,False,8
BetaBinomial,Luis Gil,661563.0,2025-09-28,2025,OOS,NYY,BAL,0.1641,23.9,4.04,16.1,3.93,19,2.0,5.5,UNDER,0.182,5%+,0.26,0.74,0.4421,0.5579,-138.0,1.0,False,True,False,True,False,8
BetaBinomial,Kyle Bradish,680694.0,2025-09-28,2025,OOS,BAL,NYY,0.3676,23.1,4.48,20.9,8.48,17,8.0,5.5,OVER,0.255,5%+,0.7651,0.2349,0.5101,0.4899,-130.0,1.0,False,True,True,True,True,8
BetaBinomial,Erick Fedde,607200.0,2025-07-29,2025,OOS,ATL,KCR,0.1277,19.5,8.02,12.3,2.49,20,3.0,3.5,UNDER,0.1444,5%+,0.2641,0.7359,0.4085,0.5915,-158.0,1.0,False,True,False,False,False,6
BetaBinomial,Seth Lugo,607625.0,2025-07-29,2025,OOS,KC,KCR,0.2351,25.3,3.98,29.0,5.94,27,5.0,4.5,OVER,0.1115,5%+,0.6462,0.3538,0.5347,0.4653,-128.0,1.0,False,True,False,False,False,8
BetaBinomial,Lance Lynn,458681.0,2023-08-11,2023,TRAIN,LAD,COL,0.293,26.2,4.46,15.0,7.69,20,,7.5,UNDER,0.0816,5%+,0.4652,0.5348,0.5468,0.4532,-177.0,,False,True,False,True,False,9
BetaBinomial,Austin Gomber,596295.0,2023-08-11,2023,TRAIN,COL,LAD,0.1546,24.9,2.33,18.4,3.85,22,,3.5,UNDER,0.0112,0-2%,0.4826,0.5174,0.4938,0.5062,-275.0,,False,True,False,False,False,9
BetaBinomial,Justin Verlander,434378.0,2023-08-11,2023,TRAIN,HOU,LAA,0.2401,25.6,4.19,30.9,6.15,24,,6.5,UNDER,0.0756,5%+,0.4204,0.5796,0.496,0.504,-120.0,,False,True,False,True,False,9
BetaBinomial,Reid Detmers,672282.0,2023-08-11,2023,TRAIN,LAA,HOU,0.2533,22.5,6.1,12.6,5.7,16,,5.5,UNDER,0.0417,2-5%,0.4598,0.5402,0.5015,0.4985,-250.0,,False,True,False,False,False,9
BetaBinomial,Ranger Suarez,624133.0,2023-06-09,2023,TRAIN,PHI,LAD,0.1804,26.0,9.55,29.3,4.69,24,,4.5,OVER,0.0035,0-2%,0.4582,0.5418,0.4547,0.5453,100.0,,False,True,False,False,False,10
BetaBinomial,Julio Urías,628711.0,2023-07-01,2023,TRAIN,LAD,KCR,0.184,24.0,6.18,12.4,4.41,17,2.0,4.5,UNDER,0.1221,5%+,0.4098,0.5902,0.5319,0.4681,101.0,1.0,False,True,False,False,False,1
BetaBinomial,Daniel Lynch,663738.0,2023-07-01,2023,TRAIN,KC,KCR,0.1455,27.1,3.67,14.4,3.95,24,4.0,3.5,UNDER,0.0791,5%+,0.4714,0.5286,0.5505,0.4495,-560.0,0.0,False,True,False,False,False,9
BetaBinomial,Tyler Glasnow,607192.0,2023-07-01,2023,TRAIN,TB,SEA,0.4152,21.8,3.15,10.3,9.07,26,,8.5,OVER,0.1036,5%+,0.529,0.471,0.4254,0.5746,-152.0,,False,True,True,True,True,11
BetaBinomial,George Kirby,669923.0,2023-07-01,2023,TRAIN,SEA,TBR,0.2322,27.3,6.25,19.5,6.35,25,,5.5,UNDER,0.0181,0-2%,0.5384,0.4616,0.5565,0.4435,115.0,,False,True,True,False,False,11
BetaBinomial,Hogan Harris,663687.0,2024-06-23,2024,VALIDATION,OAK,MIN,0.1895,20.2,4.04,50.0,3.83,25,2.0,3.5,UNDER,0.065,5%+,0.5212,0.4788,0.5862,0.4138,-160.0,1.0,False,True,False,False,False,8
BetaBinomial,Joe Ryan,657746.0,2025-08-01,2025,OOS,MIN,CLE,0.2851,23.7,3.63,21.0,6.75,24,4.0,5.5,OVER,0.0839,5%+,0.6054,0.3946,0.5215,0.4785,-123.0,0.0,False,True,False,False,False,7
BetaBinomial,Gavin Williams,668909.0,2025-08-01,2025,OOS,CLE,MIN,0.2382,25.5,3.6,11.0,6.07,23,8.0,5.5,UNDER,0.093,5%+,0.4964,0.5036,0.5894,0.4106,-150.0,0.0,False,True,False,False,False,8
BetaBinomial,Drew Rom,680723.0,2023-09-30,2023,TRAIN,STL,CIN,0.2008,22.0,5.31,10.9,4.42,22,7.0,3.5,OVER,0.0133,0-2%,0.5358,0.4642,0.5225,0.4775,-340.0,1.0,False,False,False,True,False,9
BetaBinomial,Connor Phillips,683175.0,2023-09-30,2023,TRAIN,CIN,STL,0.2525,23.8,6.51,50.0,6.0,3,0.0,4.5,OVER,0.1132,5%+,0.6544,0.3456,0.5412,0.4588,-275.0,0.0,False,False,False,False,False,7
BetaBinomial,Griffin Canning,656288.0,2023-09-21,2023,TRAIN,LAA,TBR,0.2537,25.1,5.6,11.3,6.37,22,,5.5,OVER,0.0548,5%+,0.5352,0.4648,0.4804,0.5196,-105.0,,False,False,False,False,False,2
BetaBinomial,Ty Blach,621389.0,2023-08-15,2023,TRAIN,COL,ARI,0.1258,19.1,5.1,50.0,2.4,23,2.0,2.5,UNDER,0.0683,5%+,0.4216,0.5784,0.4899,0.5101,-120.0,1.0,False,True,False,False,False,6
BetaBinomial,Clayton Kershaw,477132.0,2024-08-06,2024,VALIDATION,LAD,PHI,0.1594,15.4,4.2,50.0,2.46,19,,4.5,UNDER,0.3696,5%+,0.1414,0.8586,0.5111,0.4889,-104.0,,False,False,False,False,False,8
BetaBinomial,Kyle Tyler,667725.0,2024-08-08,2024,VALIDATION,MIA,CIN,0.2076,19.3,4.88,49.3,4.0,20,3.0,4.5,UNDER,0.0512,5%+,0.3604,0.6396,0.4116,0.5884,-160.0,1.0,False,True,False,True,False,8
BetaBinomial,Hunter Greene,668881.0,2024-08-08,2024,VALIDATION,CIN,MIA,0.3394,25.3,4.38,20.5,8.58,27,5.0,7.5,OVER,0.1448,5%+,0.5856,0.4144,0.4408,0.5592,112.0,0.0,False,True,False,True,False,8
BetaBinomial,Erick Fedde,607200.0,2025-07-22,2025,OOS,STL,COL,0.0945,21.6,7.57,12.8,2.04,16,,3.5,UNDER,0.3397,5%+,0.2204,0.7796,0.5601,0.4399,124.0,,False,True,False,True,False,8
BetaBinomial,Bradley Blalock,687134.0,2025-07-22,2025,OOS,COL,STL,0.1041,23.8,5.03,50.0,2.48,23,,2.5,UNDER,0.0635,5%+,0.4208,0.5792,0.4843,0.5157,-124.0,,False,True,False,False,False,8
BetaBinomial,Tobias Myers,668964.0,2025-05-17,2025,OOS,MIL,MIN,0.1648,18.6,6.3,50.0,3.07,21,4.0,3.5,UNDER,0.224,5%+,0.3662,0.6338,0.5902,0.4098,-455.0,0.0,False,True,False,False,False,5
BetaBinomial,Yusei Kikuchi,579328.0,2023-09-08,2023,TRAIN,TOR,KCR,0.2718,23.3,4.33,39.3,6.34,18,8.0,6.5,UNDER,0.0437,2-5%,0.4538,0.5462,0.4975,0.5025,-115.0,0.0,False,True,False,False,False,9
BetaBinomial,MacKenzie Gore,669022.0,2025-04-24,2025,OOS,WSH,WSN,0.3803,24.3,4.14,3.7,9.26,23,,7.5,OVER,0.1122,5%+,0.5588,0.4412,0.4466,0.5534,112.0,,False,True,True,False,False,8
BetaBinomial,Cade Povich,700249.0,2025-04-24,2025,OOS,BAL,WSN,0.1846,23.5,6.34,50.0,4.33,25,,4.5,OVER,0.0156,0-2%,0.4264,0.5736,0.4108,0.5892,-156.0,,False,True,False,False,False,8
BetaBinomial,Jesus Luzardo,666200.0,2024-06-16,2024,VALIDATION,MIA,WSN,0.1896,23.7,4.86,13.0,4.49,20,2.0,4.5,UNDER,0.4955,5%+,0.4268,0.5732,0.9223,0.0777,105.0,1.0,True,True,False,False,False,2
BetaBinomial,Mitchell Parker,680730.0,2024-06-16,2024,VALIDATION,WSH,WSN,0.1592,23.8,4.45,16.4,3.79,25,4.0,4.5,UNDER,0.1729,5%+,0.3368,0.6632,0.5097,0.4903,-113.0,1.0,False,True,False,False,False,1
BetaBinomial,Davis Martin,663436.0,2025-05-03,2025,OOS,CWS,CHW,0.149,24.8,2.39,29.0,3.69,22,,3.5,UNDER,0.0901,5%+,0.472,0.528,0.5621,0.4379,-560.0,,False,True,False,False,False,7
BetaBinomial,Hunter Brown,686613.0,2025-05-03,2025,OOS,HOU,CHW,0.3018,23.0,3.61,18.4,6.95,24,,6.5,OVER,0.069,5%+,0.5196,0.4804,0.4506,0.5494,118.0,,False,True,False,False,False,7
BetaBinomial,Bowden Francis,670102.0,2025-04-18,2025,OOS,TOR,SEA,0.2214,21.3,4.26,50.0,4.71,22,5.0,4.5,UNDER,0.0779,5%+,0.4914,0.5086,0.5693,0.4307,-174.0,0.0,False,True,False,False,False,8
BetaBinomial,Bryan Woo,693433.0,2025-04-18,2025,OOS,SEA,TOR,0.1933,19.5,3.9,50.0,3.77,30,4.0,4.5,UNDER,0.1108,5%+,0.332,0.668,0.4428,0.5572,-335.0,1.0,False,True,False,False,False,8
BetaBinomial,Spencer Schwellenbach,680885.0,2025-04-27,2025,OOS,ATL,ARI,0.2054,25.3,5.78,15.9,5.19,26,6.0,4.5,UNDER,0.0013,0-2%,0.519,0.481,0.5203,0.4797,-560.0,0.0,False,True,False,False,False,8
BetaBinomial,Kyle Bradish,680694.0,2023-08-13,2023,TRAIN,BAL,SEA,0.253,25.4,4.03,17.2,6.42,24,,6.5,UNDER,0.0043,0-2%,0.4402,0.5598,0.4445,0.5555,-360.0,,False,True,False,True,False,9
BetaBinomial,Bryce Miller,682243.0,2023-08-13,2023,TRAIN,SEA,BAL,0.2846,23.0,6.21,14.1,6.55,25,,5.5,UNDER,0.4191,5%+,0.5554,0.4446,0.9745,0.0255,-225.0,,True,True,False,False,False,8
BetaBinomial,Zack Littell,641793.0,2024-09-25,2024,VALIDATION,TB,DET,0.2316,23.7,3.91,38.0,5.49,21,7.0,4.5,OVER,0.1377,5%+,0.6014,0.3986,0.4637,0.5363,-186.0,1.0,False,True,False,True,False,7
BetaBinomial,Keider Montero,672456.0,2024-09-25,2024,VALIDATION,DET,TBR,0.1505,24.7,5.94,16.8,3.71,14,2.0,4.5,UNDER,0.1224,5%+,0.3292,0.6708,0.4516,0.5484,-126.0,1.0,False,True,False,False,False,7
BetaBinomial,Justin Verlander,434378.0,2023-05-16,2023,TRAIN,NYM,TBR,0.2636,21.0,4.2,50.0,5.53,25,3.0,6.5,UNDER,0.2364,5%+,0.3262,0.6738,0.5626,0.4374,-142.0,1.0,False,False,False,False,False,10
BetaBinomial,Jalen Beeks,656222.0,2023-05-16,2023,TRAIN,TB,NYM,0.2236,9.0,3.78,50.0,2.01,7,2.0,1.5,OVER,0.0592,5%+,0.566,0.434,0.5068,0.4932,-120.0,1.0,False,True,True,False,False,2
BetaBinomial,Andrew Heaney,571760.0,2023-06-03,2023,TRAIN,TEX,SEA,0.2565,26.3,5.93,12.4,6.75,19,,5.5,UNDER,0.0188,0-2%,0.565,0.435,0.5838,0.4162,-150.0,,False,True,False,True,False,11
BetaBinomial,Chris Bassitt,605135.0,2023-06-13,2023,TRAIN,TOR,BAL,0.2188,27.6,6.02,22.8,6.03,21,5.0,4.5,OVER,0.0713,5%+,0.6294,0.3706,0.5581,0.4419,-150.0,1.0,False,True,False,False,False,11
