game_pk,date,season,home_team,away_team,away_1st_runs,home_1st_runs,total_1st_runs,nrfi,yrfi,actual_total,actual_f5_total,home_score,away_score,venue_name,park_factor_runs,park_factor_hr,temperature,wind_speed,dome,closing_total,closing_f5_total,home_total_line,away_total_line,tt_min,tt_max,tt_dispersion,tt_sum,both_below_4,one_below_3_5
746004,2024-04-16,2024,MIL,SDP,4,1,5,0,1,9,5.0,3,6,American Family Field,102,102,72.0,0.0,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746400,2024-04-16,2024,HOU,ATL,0,0,0,1,0,8,1.0,2,6,Minute Maid Park,100,100,72.0,0.0,0,9.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
747214,2024-04-16,2024,ARI,CHC,0,0,0,1,0,23,13.0,12,11,Chase Field,98,98,72.0,0.0,0,10.5,5.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
745270,2024-04-16,2024,SEA,CIN,0,0,0,1,0,4,3.0,3,1,T-Mobile Park,94,94,50.4,6.3,0,7.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745674,2024-04-16,2024,OAK,STL,0,0,0,1,0,5,3.0,2,3,Oakland Coliseum,95,95,63.8,4.4,0,8.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746157,2024-04-16,2024,LAD,WSN,0,1,1,0,1,8,6.0,6,2,Dodger Stadium,95,95,65.2,5.2,0,9.5,5.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
746076,2024-04-17,2024,MIA,SFG,0,0,0,1,0,4,1.0,1,3,loanDepot park,98,98,72.0,0.0,0,8.0,,3.5,4.5,3.5,4.5,1.0,8.0,False,True
747049,2024-04-17,2024,BAL,MIN,0,1,1,0,1,6,1.0,4,2,Oriole Park at Camden Yards,106,106,62.0,3.1,0,8.5,2.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745836,2024-04-17,2024,NYM,PIT,0,0,0,1,0,10,3.0,9,1,Citi Field,94,94,58.9,10.9,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746487,2024-04-17,2024,DET,TEX,1,0,1,0,1,9,2.0,4,5,Comerica Park,99,99,69.8,18.3,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746005,2024-04-17,2024,MIL,SDP,0,0,0,1,0,1,0.0,1,0,American Family Field,102,102,72.0,0.0,0,8.5,1.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746401,2024-04-17,2024,HOU,ATL,0,1,1,0,1,9,5.0,4,5,Minute Maid Park,100,100,72.0,0.0,0,9.0,5.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746807,2024-04-17,2024,CHW,KCR,0,0,0,1,0,6,3.0,2,4,Guaranteed Rate Field,100,100,63.2,22.4,0,9.0,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
744948,2024-04-17,2024,TOR,NYY,0,0,0,1,0,10,3.0,4,6,Rogers Centre,105,105,72.0,0.0,0,8.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746159,2024-04-17,2024,LAD,WSN,1,0,1,0,1,2,2.0,0,2,Dodger Stadium,95,95,73.0,4.3,0,9.5,5.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
745671,2024-04-17,2024,OAK,STL,0,0,0,1,0,9,8.0,6,3,Oakland Coliseum,95,95,72.0,1.6,0,8.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
747212,2024-04-17,2024,ARI,CHC,0,1,1,0,1,8,4.0,3,5,Chase Field,98,98,72.0,0.0,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745267,2024-04-17,2024,SEA,CIN,0,0,0,1,0,6,2.0,5,1,T-Mobile Park,94,94,53.2,9.8,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745591,2024-04-17,2024,PHI,COL,1,1,2,0,1,13,6.0,7,6,Citizens Bank Park,104,104,61.5,7.6,0,8.0,4.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
745105,2024-04-17,2024,TBR,LAA,1,0,1,0,1,9,3.0,4,5,Tropicana Field,97,97,72.0,0.0,1,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746973,2024-04-17,2024,BOS,CLE,0,0,0,1,0,2,2.0,2,0,Fenway Park,104,104,46.8,8.8,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745104,2024-04-18,2024,TBR,LAA,0,2,2,0,1,3,2.0,2,1,Tropicana Field,97,97,72.0,0.0,1,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746485,2024-04-18,2024,DET,TEX,1,0,1,0,1,16,14.0,7,9,Comerica Park,99,99,60.3,5.3,0,9.0,10.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
746970,2024-04-18,2024,BOS,CLE,0,1,1,0,1,9,5.0,4,5,Fenway Park,104,104,46.4,9.4,0,8.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745356,2024-04-18,2024,SFG,ARI,0,0,0,1,0,5,1.0,5,0,Oracle Park,96,96,56.6,11.9,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746892,2024-04-19,2024,CHC,MIA,0,1,1,0,1,11,9.0,8,3,Wrigley Field,103,103,53.1,17.8,0,9.5,5.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
746729,2024-04-19,2024,CIN,LAA,0,0,0,1,0,8,2.0,7,1,Great American Ball Park,107,107,60.7,10.4,0,9.0,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745518,2024-04-19,2024,PIT,BOS,1,0,1,0,1,9,5.0,1,8,PNC Park,101,101,63.8,9.8,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745592,2024-04-19,2024,PHI,CHW,0,1,1,0,1,7,7.0,7,0,Citizens Bank Park,104,104,60.7,6.5,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
744872,2024-04-19,2024,WSN,HOU,0,0,0,1,0,8,6.0,3,5,Nationals Park,101,101,60.6,4.5,0,8.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745758,2024-04-19,2024,NYY,TBR,0,0,0,1,0,8,0.0,5,3,Yankee Stadium,103,103,49.1,8.2,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746650,2024-04-19,2024,CLE,OAK,1,0,1,0,1,12,8.0,10,2,Progressive Field,98,98,50.7,11.6,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
747136,2024-04-19,2024,ATL,TEX,1,1,2,0,1,11,4.0,8,3,Truist Park,102,102,76.9,7.0,0,9.5,4.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
746325,2024-04-19,2024,KCR,BAL,0,0,0,1,0,13,1.0,9,4,Kauffman Stadium,100,100,58.3,6.5,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745922,2024-04-19,2024,MIN,DET,1,1,2,0,1,9,5.0,4,5,Target Field,99,99,36.6,14.4,0,7.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745189,2024-04-19,2024,STL,MIL,0,0,0,1,0,3,1.0,1,2,Busch Stadium,97,97,56.4,3.1,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745430,2024-04-19,2024,SDP,TOR,1,0,1,0,1,6,6.0,1,5,Petco Park,95,95,61.2,7.4,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746160,2024-04-19,2024,LAD,NYM,0,0,0,1,0,13,6.0,4,9,Dodger Stadium,95,95,59.9,7.5,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745352,2024-04-19,2024,SFG,ARI,0,0,0,1,0,18,6.0,1,17,Oracle Park,96,96,54.8,12.3,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745760,2024-04-20,2024,NYY,TBR,0,0,0,1,0,2,0.0,0,2,Yankee Stadium,103,103,63.6,7.4,0,9.0,0.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745921,2024-04-20,2024,MIN,DET,0,0,0,1,0,7,4.0,4,3,Target Field,99,99,39.6,10.7,0,7.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745190,2024-04-20,2024,STL,MIL,1,1,2,0,1,17,9.0,5,12,Busch Stadium,97,97,55.1,9.2,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746893,2024-04-20,2024,CHC,MIA,0,0,0,1,0,5,3.0,2,3,Wrigley Field,103,103,44.2,12.6,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
744865,2024-04-20,2024,WSN,HOU,1,1,2,0,1,9,3.0,5,4,Nationals Park,101,101,70.3,10.6,0,9.5,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
746156,2024-04-20,2024,LAD,NYM,1,1,2,0,1,10,4.0,4,6,Dodger Stadium,95,95,69.8,2.7,0,9.5,5.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745515,2024-04-20,2024,PIT,BOS,1,0,1,0,1,6,3.0,2,4,PNC Park,101,101,54.8,15.1,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745354,2024-04-20,2024,SFG,ARI,1,1,2,0,1,10,8.0,7,3,Oracle Park,96,96,61.2,14.4,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745590,2024-04-20,2024,PHI,CHW,0,0,0,1,0,14,5.0,9,5,Citizens Bank Park,104,104,65.8,11.2,0,8.0,4.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
746651,2024-04-20,2024,CLE,OAK,0,2,2,0,1,9,6.0,6,3,Progressive Field,98,98,43.8,17.1,0,7.5,4.5,3.5,2.5,2.5,3.5,1.0,6.0,True,True
746726,2024-04-20,2024,CIN,LAA,1,1,2,0,1,12,9.0,7,5,Great American Ball Park,107,107,53.0,10.1,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
746324,2024-04-20,2024,KCR,BAL,0,0,0,1,0,16,7.0,7,9,Kauffman Stadium,100,100,51.5,9.8,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
747135,2024-04-20,2024,ATL,TEX,0,0,0,1,0,7,5.0,5,2,Truist Park,102,102,69.9,9.7,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746570,2024-04-20,2024,COL,SEA,0,0,0,1,0,7,7.0,0,7,Coors Field,117,117,41.0,8.8,0,10.0,5.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
745431,2024-04-20,2024,SDP,TOR,1,0,1,0,1,7,4.0,2,5,Petco Park,95,95,64.5,12.2,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
744866,2024-04-21,2024,WSN,HOU,0,1,1,0,1,6,5.0,6,0,Nationals Park,101,101,49.3,0.4,0,9.0,7.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745514,2024-04-21,2024,PIT,BOS,0,1,1,0,1,7,5.0,1,6,PNC Park,101,101,46.5,9.8,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745588,2024-04-21,2024,PHI,CHW,1,1,2,0,1,10,8.0,8,2,Citizens Bank Park,104,104,51.0,7.4,0,7.5,7.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
745759,2024-04-21,2024,NYY,TBR,0,1,1,0,1,9,6.0,5,4,Yankee Stadium,103,103,51.2,12.1,0,8.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746727,2024-04-21,2024,CIN,LAA,0,0,0,1,0,3,0.0,3,0,Great American Ball Park,107,107,47.0,7.8,0,9.0,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
746652,2024-04-21,2024,CLE,OAK,0,0,0,1,0,8,4.0,6,2,Progressive Field,98,98,41.6,13.7,0,7.5,2.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746316,2024-04-21,2024,KCR,BAL,0,0,0,1,0,5,2.0,0,5,Kauffman Stadium,100,100,54.9,7.9,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745920,2024-04-21,2024,MIN,DET,1,0,1,0,1,7,4.0,1,6,Target Field,99,99,56.4,8.8,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745192,2024-04-21,2024,STL,MIL,0,0,0,1,0,2,0.0,0,2,Busch Stadium,97,97,54.9,10.6,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746894,2024-04-21,2024,CHC,MIA,0,0,0,1,0,9,8.0,3,6,Wrigley Field,103,103,52.5,10.6,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746568,2024-04-21,2024,COL,SEA,0,0,0,1,0,3,0.0,2,1,Coors Field,117,117,55.8,4.9,0,10.5,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
745353,2024-04-21,2024,SFG,ARI,0,0,0,1,0,8,3.0,3,5,Oracle Park,96,96,64.4,4.7,0,8.0,,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746154,2024-04-21,2024,LAD,NYM,0,0,0,1,0,10,10.0,10,0,Dodger Stadium,95,95,76.9,8.7,0,9.0,4.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
745434,2024-04-21,2024,SDP,TOR,0,1,1,0,1,9,4.0,6,3,Petco Park,95,95,66.2,9.1,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
747133,2024-04-21,2024,ATL,TEX,0,1,1,0,1,10,7.0,4,6,Truist Park,102,102,54.0,12.5,0,10.0,5.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
745757,2024-04-22,2024,NYY,OAK,0,0,0,1,0,2,0.0,0,2,Yankee Stadium,103,103,55.6,6.3,0,8.0,2.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746723,2024-04-22,2024,CIN,PHI,0,0,0,1,0,7,4.0,0,7,Great American Ball Park,107,107,60.2,6.2,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745519,2024-04-22,2024,PIT,MIL,0,1,1,0,1,6,2.0,4,2,PNC Park,101,101,57.1,6.6,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745107,2024-04-22,2024,TBR,DET,1,0,1,0,1,8,5.0,1,7,Tropicana Field,97,97,72.0,0.0,1,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
747134,2024-04-22,2024,ATL,MIA,0,0,0,1,0,3,3.0,3,0,Truist Park,102,102,61.1,6.3,0,9.5,5.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
746319,2024-04-22,2024,KCR,TOR,0,0,0,1,0,8,3.0,3,5,Kauffman Stadium,100,100,66.8,17.3,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745916,2024-04-22,2024,MIN,CHW,0,1,1,0,1,7,6.0,7,0,Target Field,99,99,62.6,10.6,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745191,2024-04-22,2024,STL,ARI,0,0,0,1,0,8,3.0,5,3,Busch Stadium,97,97,64.8,12.2,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746565,2024-04-22,2024,COL,SDP,0,0,0,1,0,4,2.0,1,3,Coors Field,117,117,72.3,7.0,0,10.5,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
746242,2024-04-22,2024,LAA,BAL,0,0,0,1,0,6,3.0,2,4,Angel Stadium,97,97,61.7,8.8,0,8.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745351,2024-04-22,2024,SFG,NYM,0,0,0,1,0,7,5.0,5,2,Oracle Park,96,96,56.7,18.7,0,8.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746647,2024-04-23,2024,CLE,BOS,0,0,0,1,0,5,0.0,4,1,Progressive Field,98,98,53.2,12.4,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746722,2024-04-23,2024,CIN,PHI,1,1,2,0,1,9,8.0,8,1,Great American Ball Park,107,107,66.3,16.4,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745516,2024-04-23,2024,PIT,MIL,0,1,1,0,1,3,1.0,2,1,PNC Park,101,101,61.0,8.3,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
744863,2024-04-23,2024,WSN,LAD,0,0,0,1,0,5,1.0,1,4,Nationals Park,101,101,68.6,10.9,0,10.0,5.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
745102,2024-04-23,2024,TBR,DET,0,0,0,1,0,6,1.0,2,4,Tropicana Field,97,97,72.0,0.0,1,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745754,2024-04-23,2024,NYY,OAK,1,4,5,0,1,7,7.0,4,3,Yankee Stadium,103,103,49.1,13.5,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
747130,2024-04-23,2024,ATL,MIA,0,0,0,1,0,5,2.0,5,0,Truist Park,102,102,67.0,8.1,0,8.5,4.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
746888,2024-04-23,2024,CHC,HOU,0,1,1,0,1,9,7.0,7,2,Wrigley Field,103,103,62.7,16.9,0,10.0,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
746321,2024-04-23,2024,KCR,TOR,0,0,0,1,0,5,5.0,3,2,Kauffman Stadium,100,100,70.3,11.2,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745917,2024-04-23,2024,MIN,CHW,0,1,1,0,1,11,4.0,6,5,Target Field,99,99,56.8,13.7,0,7.0,3.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
745193,2024-04-23,2024,STL,ARI,0,1,1,0,1,15,11.0,1,14,Busch Stadium,97,97,60.3,5.6,0,8.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
745026,2024-04-23,2024,TEX,SEA,1,0,1,0,1,4,4.0,0,4,Globe Life Field,107,107,72.0,0.0,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
746566,2024-04-23,2024,COL,SDP,1,0,1,0,1,11,11.0,7,4,Coors Field,117,117,60.2,10.2,0,9.5,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
746246,2024-04-23,2024,LAA,BAL,0,1,1,0,1,11,10.0,7,4,Angel Stadium,97,97,63.3,8.1,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745348,2024-04-23,2024,SFG,NYM,0,0,0,1,0,6,3.0,5,1,Oracle Park,96,96,57.7,14.7,0,7.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745188,2024-04-24,2024,STL,ARI,1,0,1,0,1,6,1.0,5,1,Busch Stadium,97,97,64.1,6.7,0,7.5,2.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745346,2024-04-24,2024,SFG,NYM,0,0,0,1,0,10,6.0,2,8,Oracle Park,96,96,60.4,5.8,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746244,2024-04-24,2024,LAA,BAL,0,0,0,1,0,11,2.0,5,6,Angel Stadium,97,97,67.6,11.4,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
746649,2024-04-24,2024,CLE,BOS,1,0,1,0,1,8,3.0,0,8,Progressive Field,98,98,42.0,13.4,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746725,2024-04-24,2024,CIN,PHI,1,0,1,0,1,11,3.0,7,4,Great American Ball Park,107,107,58.6,10.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745513,2024-04-24,2024,PIT,MIL,0,0,0,1,0,5,5.0,2,3,PNC Park,101,101,54.1,12.8,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
744864,2024-04-24,2024,WSN,LAD,1,0,1,0,1,13,8.0,2,11,Nationals Park,101,101,69.1,10.8,0,9.5,5.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
745099,2024-04-24,2024,TBR,DET,1,1,2,0,1,12,7.0,7,5,Tropicana Field,97,97,72.0,0.0,1,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745753,2024-04-24,2024,NYY,OAK,0,2,2,0,1,10,5.0,7,3,Yankee Stadium,103,103,59.5,9.2,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
747132,2024-04-24,2024,ATL,MIA,0,1,1,0,1,7,4.0,4,3,Truist Park,102,102,69.4,6.0,0,9.0,4.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
746889,2024-04-24,2024,CHC,HOU,0,1,1,0,1,7,6.0,4,3,Wrigley Field,103,103,39.4,11.6,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746317,2024-04-24,2024,KCR,TOR,0,1,1,0,1,5,4.0,3,2,Kauffman Stadium,100,100,70.2,4.3,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745919,2024-04-24,2024,MIN,CHW,0,0,0,1,0,9,9.0,6,3,Target Field,99,99,57.0,3.6,0,6.5,3.5,3.5,2.5,2.5,3.5,1.0,6.0,True,True
745028,2024-04-24,2024,TEX,SEA,1,0,1,0,1,6,3.0,5,1,Globe Life Field,107,107,72.0,0.0,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
746567,2024-04-24,2024,COL,SDP,1,0,1,0,1,7,4.0,2,5,Coors Field,117,117,72.6,6.7,0,11.0,5.5,4.5,6.5,4.5,6.5,2.0,11.0,False,False
745512,2024-04-25,2024,PIT,MIL,1,3,4,0,1,12,9.0,5,7,PNC Park,101,101,48.6,4.3,0,7.0,6.5,2.5,3.5,2.5,3.5,1.0,6.0,True,True
746646,2024-04-25,2024,CLE,BOS,0,0,0,1,0,10,7.0,6,4,Progressive Field,98,98,43.9,13.4,0,7.5,7.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746724,2024-04-25,2024,CIN,PHI,0,0,0,1,0,5,4.0,0,5,Great American Ball Park,107,107,52.8,4.9,0,7.5,6.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745918,2024-04-25,2024,MIN,CHW,0,0,0,1,0,9,2.0,6,3,Target Field,99,99,62.6,12.1,0,8.0,2.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746320,2024-04-25,2024,KCR,TOR,0,1,1,0,1,3,3.0,2,1,Kauffman Stadium,100,100,59.3,13.2,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746887,2024-04-25,2024,CHC,HOU,1,0,1,0,1,4,1.0,3,1,Wrigley Field,103,103,47.8,8.4,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745027,2024-04-25,2024,TEX,SEA,1,1,2,0,1,7,6.0,3,4,Globe Life Field,107,107,72.0,0.0,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746564,2024-04-25,2024,COL,SDP,0,1,1,0,1,19,10.0,10,9,Coors Field,117,117,71.0,4.2,0,11.0,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
744867,2024-04-25,2024,WSN,LAD,0,0,0,1,0,3,1.0,1,2,Nationals Park,101,101,59.4,5.1,0,7.5,3.5,2.5,4.5,2.5,4.5,2.0,7.0,False,True
745755,2024-04-25,2024,NYY,OAK,0,0,0,1,0,4,4.0,1,3,Yankee Stadium,103,103,46.8,10.7,0,7.5,4.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
746482,2024-04-26,2024,DET,KCR,0,0,0,1,0,8,1.0,0,8,Comerica Park,99,99,54.8,12.8,0,7.5,2.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
747050,2024-04-26,2024,BAL,OAK,1,0,1,0,1,5,3.0,2,3,Oriole Park at Camden Yards,106,106,57.9,9.1,0,7.5,3.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
744949,2024-04-26,2024,TOR,LAD,1,0,1,0,1,14,10.0,2,12,Rogers Centre,105,105,72.0,0.0,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
746972,2024-04-26,2024,BOS,CHC,0,0,0,1,0,8,5.0,1,7,Fenway Park,104,104,47.6,6.9,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745835,2024-04-26,2024,NYM,STL,0,0,0,1,0,6,5.0,2,4,Citi Field,94,94,47.9,9.7,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
746078,2024-04-26,2024,MIA,WSN,0,0,0,1,0,4,1.0,1,3,loanDepot park,98,98,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
747129,2024-04-26,2024,ATL,CLE,1,0,1,0,1,8,5.0,6,2,Truist Park,102,102,76.5,8.9,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746808,2024-04-26,2024,CHW,TBR,0,0,0,1,0,13,2.0,9,4,Guaranteed Rate Field,100,100,56.5,18.0,0,7.5,3.5,2.5,4.5,2.5,4.5,2.0,7.0,False,True
745025,2024-04-26,2024,TEX,CIN,1,0,1,0,1,3,2.0,2,1,Globe Life Field,107,107,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746000,2024-04-26,2024,MIL,NYY,1,0,1,0,1,13,9.0,7,6,American Family Field,102,102,72.0,0.0,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746243,2024-04-26,2024,LAA,MIN,0,0,0,1,0,8,3.0,3,5,Angel Stadium,97,97,63.4,11.0,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745269,2024-04-26,2024,SEA,ARI,0,1,1,0,1,7,2.0,6,1,T-Mobile Park,94,94,60.0,2.3,0,7.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
745424,2024-04-26,2024,SDP,PHI,1,0,1,0,1,12,8.0,3,9,Petco Park,95,95,60.8,8.6,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745347,2024-04-26,2024,SFG,PIT,0,0,0,1,0,3,0.0,3,0,Oracle Park,96,96,55.8,20.1,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
744946,2024-04-27,2024,TOR,LAD,1,0,1,0,1,6,4.0,2,4,Rogers Centre,105,105,72.0,0.0,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
747052,2024-04-27,2024,BAL,OAK,0,0,0,1,0,7,5.0,7,0,Oriole Park at Camden Yards,106,106,58.5,11.0,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
745833,2024-04-27,2024,NYM,STL,1,0,1,0,1,11,10.0,4,7,Citi Field,94,94,53.7,14.6,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
745020,2024-04-27,2024,TEX,CIN,0,0,0,1,0,12,3.0,4,8,Globe Life Field,107,107,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
746971,2024-04-27,2024,BOS,CHC,0,1,1,0,1,17,9.0,17,0,Fenway Park,104,104,60.2,7.0,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
746075,2024-04-27,2024,MIA,WSN,0,1,1,0,1,15,7.0,4,11,loanDepot park,98,98,72.0,0.0,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
