game_id,game_date,home_team,away_team,model_total,market_total,actual_total,model_edge,model_error,market_error
2024020218,2024-11-07,LAK,VAN,5.715241687502455,5.5,6,0.21524168750245476,-0.28475831249754524,-0.5
2024020234,2024-11-09,LAK,CBJ,6.037267154817718,6.0,7,0.037267154817717696,-0.9627328451822823,-1.0
2024020282,2024-11-16,LAK,DET,6.062933331308233,6.0,5,0.06293333130823342,1.0629333313082334,1.0
2024020305,2024-11-20,LAK,BUF,6.344957510517059,6.0,1,0.3449575105170588,5.344957510517059,5.0
2024020320,2024-11-23,LAK,SEA,5.62593739049125,5.5,3,0.1259373904912504,2.6259373904912504,2.5
2024020359,2024-11-27,LAK,WPG,5.474213810137558,5.5,5,-0.0257861898624423,0.4742138101375577,0.5
2024020382,2024-11-30,LAK,OTT,5.712012790255352,6.0,7,-0.28798720974464764,-1.2879872097446476,-1.0
2024020409,2024-12-04,LAK,DAL,5.6642131973606435,5.5,5,0.16421319736064355,0.6642131973606435,0.5
2024020434,2024-12-07,LAK,MIN,5.757134573066996,5.5,5,0.2571345730669963,0.7571345730669963,0.5
2024020569,2024-12-28,LAK,EDM,5.6928497007559935,6.0,7,-0.3071502992440065,-1.3071502992440065,-1.0
2024020585,2024-12-29,LAK,PHI,6.336981751255227,5.5,9,0.8369817512552267,-2.6630182487447733,-3.5
