TEAM_ID,team,Restricted_Area_FGM,Restricted_Area_FGA,Restricted_Area_FG_PCT,In_The_Paint_Non-RA_FGM,In_The_Paint_Non-RA_FGA,In_The_Paint_Non-RA_FG_PCT,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG_PCT,Left_Corner_3_FGM,Left_Corner_3_FGA,Left_Corner_3_FG_PCT,Right_Corner_3_FGM,Right_Corner_3_FGA,Right_Corner_3_FG_PCT,Above_the_Break_3_FGM,Above_the_Break_3_FGA,Above_the_Break_3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT,Corner_3_FGM,Corner_3_FGA,Corner_3_FG_PCT,season
1610612760,Oklahoma City Thunder,19.4,31.0,0.625,8.2,19.4,0.423,3.4,8.1,0.418,1.7,4.4,0.388,1.2,2.9,0.41,9.2,26.6,0.347,0.0,0.1,0.0,2.9,7.3,0.397,2022-23
1610612753,Orlando Magic,18.1,27.0,0.669,7.0,16.3,0.427,4.7,11.9,0.399,1.6,3.8,0.415,1.2,3.0,0.398,8.0,24.2,0.33,0.0,0.1,0.0,2.8,6.8,0.408,2022-23
1610612755,Philadelphia 76ers,16.6,25.5,0.653,7.3,16.3,0.447,4.3,9.4,0.454,1.7,4.6,0.376,1.9,4.5,0.425,9.0,23.4,0.385,0.0,0.2,0.0,3.6,9.0,0.4,2022-23
1610612756,Phoenix Suns,13.7,20.8,0.655,9.4,21.0,0.447,6.9,15.7,0.438,2.4,5.4,0.449,1.7,4.4,0.386,8.1,22.7,0.357,0.0,0.2,0.0,4.1,9.7,0.421,2022-23
1610612757,Portland Trail Blazers,18.5,28.6,0.648,5.3,12.8,0.417,3.7,8.8,0.425,1.3,3.7,0.346,1.5,4.1,0.375,10.1,27.4,0.368,0.0,0.1,0.0,2.8,7.7,0.361,2022-23
1610612758,Sacramento Kings,18.5,26.6,0.695,7.7,16.1,0.477,3.7,8.2,0.447,2.0,4.9,0.406,1.5,3.9,0.384,10.2,28.3,0.361,0.0,0.1,0.0,3.5,8.9,0.396,2022-23
1610612759,San Antonio Spurs,18.8,29.0,0.646,9.0,21.0,0.431,4.2,10.4,0.401,1.5,3.9,0.385,1.2,3.3,0.357,8.4,24.7,0.34,0.0,0.2,0.0,2.7,7.2,0.372,2022-23
1610612761,Toronto Raptors,17.7,26.8,0.662,8.7,20.3,0.429,4.7,12.3,0.385,1.7,4.5,0.375,1.5,4.4,0.35,7.5,22.8,0.327,0.0,0.3,0.0,3.2,8.9,0.363,2022-23
1610612762,Utah Jazz,16.8,25.0,0.672,9.8,20.7,0.472,2.6,6.4,0.409,1.7,4.1,0.415,1.9,4.7,0.409,9.7,28.7,0.337,0.0,0.2,0.0,3.6,8.8,0.412,2022-23
1610612764,Washington Wizards,17.3,24.0,0.72,8.3,19.2,0.432,5.3,12.0,0.442,1.7,4.2,0.41,1.2,3.1,0.385,8.3,24.2,0.343,0.0,0.2,0.125,2.9,7.3,0.399,2022-23
1610612737,Atlanta Hawks,16.9,27.1,0.623,8.2,18.7,0.44,4.2,9.0,0.468,2.1,5.9,0.36,1.9,4.7,0.404,9.7,26.9,0.36,0.0,0.2,0.0,4.0,10.6,0.38,2023-24
1610612738,Boston Celtics,16.9,24.1,0.703,6.6,14.6,0.454,3.9,9.1,0.431,1.9,4.6,0.421,2.1,4.7,0.439,12.5,33.0,0.377,0.0,0.1,0.091,4.0,9.3,0.43,2023-24
1610612751,Brooklyn Nets,16.9,26.2,0.645,6.9,16.9,0.407,3.6,9.3,0.386,2.1,5.0,0.424,2.0,5.0,0.399,9.1,26.4,0.346,0.0,0.3,0.043,4.1,10.0,0.411,2023-24
1610612766,Charlotte Hornets,17.2,26.4,0.652,6.7,16.1,0.417,4.0,10.5,0.382,1.5,4.4,0.347,1.3,3.5,0.379,9.2,25.9,0.356,0.0,0.3,0.0,2.8,7.8,0.361,2023-24
1610612741,Chicago Bulls,17.0,27.3,0.622,7.2,15.6,0.464,6.4,14.6,0.437,1.8,4.7,0.393,1.7,4.5,0.377,7.9,22.7,0.349,0.0,0.1,0.0,3.5,9.2,0.385,2023-24
1610612739,Cleveland Cavaliers,18.0,27.4,0.658,7.0,16.0,0.438,3.2,6.9,0.462,1.7,4.8,0.36,1.7,4.4,0.382,10.1,27.5,0.368,0.0,0.1,0.091,3.4,9.2,0.371,2023-24
1610612742,Dallas Mavericks,16.7,23.6,0.707,7.0,15.3,0.459,4.8,11.2,0.428,2.1,5.9,0.347,2.0,5.3,0.38,10.5,28.1,0.374,0.0,0.2,0.0,4.1,11.3,0.363,2023-24
1610612743,Denver Nuggets,18.6,28.6,0.651,8.1,16.7,0.488,5.6,12.3,0.455,1.5,4.3,0.361,1.4,3.5,0.413,8.7,23.2,0.376,0.0,0.3,0.0,3.0,7.7,0.384,2023-24
1610612765,Detroit Pistons,17.0,26.3,0.644,8.0,18.8,0.428,4.9,11.4,0.426,1.4,4.4,0.314,1.9,4.6,0.407,7.8,22.5,0.347,0.0,0.3,0.0,3.2,9.0,0.362,2023-24
1610612744,Golden State Warriors,16.1,22.9,0.703,8.2,18.6,0.441,4.6,11.3,0.41,1.3,3.7,0.361,1.3,3.1,0.417,12.1,31.9,0.38,0.0,0.2,0.067,2.6,6.8,0.386,2023-24
1610612745,Houston Rockets,18.0,28.1,0.64,7.0,16.8,0.416,4.1,9.9,0.412,1.2,3.2,0.38,1.4,3.3,0.408,10.1,29.3,0.346,0.0,0.3,0.0,2.6,6.5,0.394,2023-24
1610612754,Indiana Pacers,20.5,29.9,0.685,8.5,18.0,0.473,4.9,9.6,0.505,1.6,4.0,0.395,2.0,4.6,0.421,9.6,26.4,0.365,0.0,0.1,0.0,3.5,8.7,0.409,2023-24
1610612746,LA Clippers,16.6,24.8,0.67,8.6,17.9,0.482,4.5,10.9,0.414,1.9,4.5,0.418,1.7,4.2,0.401,9.0,24.3,0.372,0.0,0.1,0.0,3.6,8.8,0.41,2023-24
1610612747,Los Angeles Lakers,20.6,28.5,0.724,7.2,17.3,0.418,4.0,10.4,0.386,1.8,4.6,0.398,1.4,3.7,0.373,8.6,22.8,0.376,0.0,0.2,0.0,3.2,8.4,0.387,2023-24
1610612763,Memphis Grizzlies,15.4,25.5,0.606,7.6,18.6,0.408,2.3,6.3,0.362,1.9,5.3,0.355,1.5,4.5,0.342,9.7,27.8,0.348,0.0,0.3,0.0,3.4,9.7,0.349,2023-24
1610612748,Miami Heat,13.5,21.4,0.634,10.0,20.7,0.486,3.8,9.9,0.38,2.1,5.2,0.402,1.9,4.9,0.383,8.5,23.5,0.362,0.0,0.1,0.0,4.0,10.0,0.393,2023-24
1610612749,Milwaukee Bucks,18.0,25.4,0.708,5.6,13.1,0.428,5.4,12.0,0.45,2.0,4.8,0.407,2.2,5.3,0.416,10.0,27.8,0.36,0.0,0.1,0.0,4.2,10.1,0.412,2023-24
1610612750,Minnesota Timberwolves,17.5,26.0,0.675,7.9,18.1,0.433,3.2,8.2,0.391,2.1,5.1,0.408,1.8,4.4,0.409,8.7,22.9,0.381,0.0,0.2,0.059,3.9,9.6,0.408,2023-24
1610612740,New Orleans Pelicans,17.6,26.7,0.659,8.1,18.3,0.441,4.4,9.8,0.445,1.7,4.1,0.429,2.1,5.0,0.424,8.6,23.4,0.37,0.0,0.3,0.045,3.8,9.0,0.426,2023-24
1610612752,New York Knicks,16.2,25.7,0.631,8.2,18.0,0.459,3.6,9.2,0.392,2.1,5.4,0.39,2.0,4.8,0.425,9.0,25.5,0.355,0.0,0.1,0.125,4.1,10.2,0.407,2023-24
1610612760,Oklahoma City Thunder,18.1,26.8,0.675,8.2,17.5,0.468,5.0,10.9,0.46,2.2,5.3,0.423,1.4,3.5,0.399,9.6,25.3,0.381,0.0,0.1,0.0,3.6,8.8,0.414,2023-24
1610612753,Orlando Magic,19.6,29.1,0.672,6.3,15.0,0.421,3.6,9.5,0.376,1.7,4.6,0.37,1.4,4.0,0.364,7.9,22.6,0.349,0.0,0.2,0.0,3.1,8.5,0.367,2023-24
1610612755,Philadelphia 76ers,17.7,28.0,0.631,7.5,17.9,0.42,4.2,10.2,0.416,1.5,3.8,0.387,1.5,3.7,0.407,9.1,25.7,0.354,0.0,0.1,0.0,3.0,7.6,0.397,2023-24
1610612756,Phoenix Suns,15.6,23.1,0.675,7.9,16.7,0.474,6.6,13.8,0.474,1.9,4.5,0.424,1.5,3.8,0.384,9.0,24.2,0.374,0.0,0.0,0.0,3.4,8.4,0.406,2023-24
1610612757,Portland Trail Blazers,16.6,27.4,0.604,6.9,18.2,0.377,4.5,10.9,0.412,1.6,4.4,0.364,1.5,4.0,0.369,8.4,24.6,0.34,0.0,0.1,0.0,3.1,8.4,0.366,2023-24
1610612758,Sacramento Kings,16.1,23.4,0.687,9.4,19.4,0.482,3.5,8.8,0.399,2.2,5.7,0.388,1.6,4.3,0.382,10.5,29.2,0.36,0.0,0.1,0.0,3.8,10.0,0.386,2023-24
1610612759,San Antonio Spurs,18.4,27.9,0.66,7.3,16.8,0.435,3.6,9.6,0.372,1.6,4.5,0.37,1.7,4.4,0.386,9.3,27.3,0.34,0.0,0.2,0.0,3.3,8.8,0.378,2023-24
1610612761,Toronto Raptors,19.2,28.5,0.675,7.8,18.9,0.412,3.8,9.2,0.406,1.7,4.3,0.385,1.6,4.4,0.369,8.2,24.2,0.339,0.0,0.1,0.0,3.3,8.8,0.377,2023-24
1610612762,Utah Jazz,16.7,24.4,0.687,9.9,22.3,0.444,2.4,6.7,0.358,2.2,5.3,0.418,1.9,5.2,0.36,8.8,25.8,0.343,0.0,0.2,0.0,4.1,10.5,0.389,2023-24
1610612764,Washington Wizards,19.9,28.5,0.697,7.5,18.9,0.399,3.2,8.4,0.377,1.6,4.4,0.377,1.6,4.0,0.392,9.1,27.0,0.339,0.0,0.2,0.063,3.2,8.4,0.384,2023-24
1610612737,Atlanta Hawks,18.1,27.7,0.652,9.5,20.9,0.456,2.3,5.5,0.411,1.9,4.8,0.4,2.5,6.0,0.41,9.1,26.6,0.342,0.0,0.2,0.053,4.4,10.8,0.406,2024-25
1610612738,Boston Celtics,14.5,20.6,0.706,6.1,13.4,0.454,3.2,7.8,0.415,1.8,4.8,0.371,1.9,4.8,0.408,14.0,38.5,0.365,0.0,0.2,0.0,3.7,9.6,0.389,2024-25
1610612751,Brooklyn Nets,15.3,24.5,0.626,6.5,16.7,0.386,2.3,5.5,0.417,1.8,5.3,0.334,2.0,5.6,0.359,9.8,28.3,0.345,0.0,0.2,0.0,3.8,10.9,0.347,2024-25
1610612766,Charlotte Hornets,15.3,24.4,0.626,7.2,18.8,0.383,2.8,7.5,0.376,1.9,5.1,0.363,1.6,4.3,0.38,9.5,28.6,0.331,0.0,0.3,0.0,3.5,9.4,0.371,2024-25
1610612741,Chicago Bulls,17.6,28.0,0.63,7.8,15.5,0.499,2.4,6.4,0.371,2.5,6.0,0.424,1.6,4.8,0.343,11.2,31.1,0.361,0.0,0.2,0.133,4.2,10.8,0.388,2024-25
1610612739,Cleveland Cavaliers,17.1,25.2,0.678,8.5,17.0,0.502,3.0,7.1,0.424,2.3,5.6,0.408,2.0,5.0,0.396,11.6,30.7,0.378,0.0,0.1,0.091,4.3,10.6,0.402,2024-25
1610612742,Dallas Mavericks,16.7,24.1,0.691,8.8,19.5,0.451,4.1,9.9,0.411,1.9,4.8,0.392,1.7,4.6,0.367,8.9,24.6,0.361,0.0,0.2,0.0,3.5,9.3,0.38,2024-25
1610612743,Denver Nuggets,20.6,30.1,0.683,8.7,18.0,0.484,4.1,9.7,0.426,1.7,4.0,0.428,1.4,3.3,0.413,8.9,24.2,0.368,0.0,0.5,0.053,3.0,7.2,0.421,2024-25
1610612765,Detroit Pistons,17.5,26.5,0.66,9.0,19.4,0.462,3.5,8.5,0.405,1.5,3.9,0.378,1.9,4.9,0.381,9.5,26.4,0.36,0.0,0.2,0.0,3.3,8.8,0.38,2024-25
1610612744,Golden State Warriors,14.8,22.3,0.664,7.7,18.0,0.426,2.9,7.7,0.374,2.0,5.6,0.364,2.1,5.0,0.425,11.2,31.5,0.357,0.0,0.3,0.045,4.2,10.6,0.393,2024-25
1610612745,Houston Rockets,17.6,27.1,0.649,8.1,20.1,0.405,4.1,10.3,0.396,1.3,3.5,0.369,1.6,4.3,0.372,9.8,27.9,0.351,0.0,0.2,0.0,2.9,7.8,0.371,2024-25
1610612754,Indiana Pacers,16.8,24.6,0.681,8.7,17.8,0.492,4.9,11.2,0.437,1.8,4.4,0.399,2.0,4.9,0.412,9.4,26.2,0.359,0.0,0.3,0.0,3.8,9.3,0.406,2024-25
1610612746,LA Clippers,15.9,23.8,0.669,9.8,21.2,0.461,3.4,7.8,0.434,1.5,4.0,0.381,1.7,4.2,0.419,9.2,25.1,0.366,0.0,0.1,0.0,3.3,8.2,0.401,2024-25
1610612747,Los Angeles Lakers,16.8,23.5,0.712,7.3,16.9,0.431,3.6,8.7,0.413,1.9,5.2,0.365,1.7,3.9,0.444,9.7,27.0,0.358,0.0,0.2,0.0,3.6,9.1,0.399,2024-25
1610612763,Memphis Grizzlies,16.7,24.5,0.682,11.3,24.8,0.457,2.8,6.1,0.458,2.1,5.8,0.364,1.6,4.3,0.371,10.2,27.6,0.371,0.0,0.3,0.043,3.7,10.0,0.367,2024-25
1610612748,Miami Heat,14.6,22.5,0.649,9.0,19.8,0.453,3.2,7.4,0.429,2.5,6.1,0.404,1.9,4.9,0.381,9.4,26.1,0.359,0.0,0.2,0.0,4.4,11.1,0.394,2024-25
1610612749,Milwaukee Bucks,16.4,23.9,0.687,5.7,13.0,0.44,5.7,12.8,0.444,2.1,4.6,0.45,2.0,4.7,0.427,10.1,27.2,0.37,0.0,0.2,0.154,4.1,9.3,0.438,2024-25
1610612750,Minnesota Timberwolves,17.0,25.1,0.675,6.6,16.2,0.409,2.4,6.4,0.375,2.3,5.6,0.411,1.9,4.8,0.385,10.9,29.1,0.373,0.0,0.3,0.0,4.2,10.5,0.399,2024-25
1610612740,New Orleans Pelicans,17.0,27.0,0.63,7.9,19.1,0.412,3.7,9.0,0.408,1.7,4.4,0.391,1.7,4.7,0.355,8.6,25.5,0.339,0.0,0.1,0.0,3.4,9.1,0.372,2024-25
1610612752,New York Knicks,18.4,27.9,0.66,7.8,17.0,0.461,4.5,10.2,0.44,1.9,5.2,0.362,2.0,5.0,0.405,8.7,23.7,0.366,0.0,0.2,0.0,3.9,10.2,0.383,2024-25
1610612760,Oklahoma City Thunder,16.5,24.3,0.679,9.1,19.5,0.467,4.5,10.1,0.448,1.9,4.8,0.395,1.6,3.9,0.408,11.1,30.1,0.368,0.0,0.1,0.0,3.5,8.7,0.401,2024-25
1610612753,Orlando Magic,16.0,24.3,0.661,6.9,16.1,0.426,4.0,10.1,0.399,1.7,5.1,0.332,1.8,4.7,0.379,7.7,25.1,0.308,0.0,0.3,0.0,3.5,9.8,0.354,2024-25
1610612755,Philadelphia 76ers,17.2,26.7,0.644,6.3,14.8,0.422,3.6,8.7,0.41,1.5,3.9,0.384,1.5,4.1,0.377,9.6,28.9,0.334,0.0,0.3,0.0,3.0,8.0,0.381,2024-25
1610612756,Phoenix Suns,11.5,16.1,0.714,9.6,20.4,0.47,5.8,11.8,0.489,2.7,6.1,0.438,2.3,5.6,0.402,9.4,26.1,0.36,0.0,0.1,0.0,5.0,11.8,0.421,2024-25
1610612757,Portland Trail Blazers,18.8,29.6,0.633,5.7,15.3,0.371,3.2,7.6,0.427,1.6,4.5,0.345,1.8,5.0,0.362,9.5,28.0,0.34,0.0,0.2,0.053,3.4,9.5,0.354,2024-25
1610612758,Sacramento Kings,14.1,20.3,0.694,9.9,19.6,0.505,6.5,15.0,0.432,2.2,5.3,0.418,1.2,3.3,0.364,9.2,26.5,0.347,0.0,0.2,0.0,3.4,8.5,0.397,2024-25
1610612759,San Antonio Spurs,18.1,27.2,0.666,5.8,13.9,0.419,3.7,9.1,0.409,2.0,5.2,0.376,2.1,5.1,0.407,10.1,29.0,0.347,0.0,0.2,0.0,4.0,10.3,0.392,2024-25
1610612761,Toronto Raptors,18.6,30.0,0.621,8.1,19.2,0.421,3.1,7.8,0.396,1.9,5.2,0.364,1.9,4.9,0.394,8.0,23.6,0.339,0.0,0.3,0.0,3.8,10.1,0.378,2024-25
1610612762,Utah Jazz,13.7,20.5,0.667,10.3,22.0,0.468,2.4,6.4,0.375,2.4,5.9,0.399,2.2,5.4,0.4,9.4,28.3,0.332,0.0,0.2,0.067,4.5,11.4,0.4,2024-25
1610612764,Washington Wizards,16.0,23.8,0.672,7.1,18.4,0.387,3.2,8.5,0.375,1.4,3.9,0.352,1.0,3.1,0.331,10.7,31.9,0.336,0.0,0.3,0.0,2.4,7.0,0.343,2024-25
