features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_status,val_attenuation,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_status,oos_attenuation,synthetic_roi,real_roi,games_per_season
contact_hh_rate_last_7_LOW × top_order_xwoba_contact_LOW,contact_hh_rate_last_7_LOW,top_order_xwoba_contact_LOW,2,216,-2.0737828142573447,-0.18287037037037038,-1.2179130144167454,-1.563871505987745,-2.1330988233771344,3,3,UNDER,PLAUSIBLE,191,-0.045688336032898326,0.4162303664921466,UNDER,True,WEAK,97.79686012832256,113.0,0.09106721625004574,0.39823008849557523,OVER,False,DEAD,,,,
contact_hh_rate_last_7_LOW × lineup_depth_dropoff_ev_LOW,contact_hh_rate_last_7_LOW,lineup_depth_dropoff_ev_LOW,2,188,-2.226540445760402,-0.27925531914893614,-1.2179130144167454,-1.4241824885144485,-2.691570002526939,4,3,UNDER,PLAUSIBLE,281,-1.5247206071749453,0.042704626334519574,UNDER,True,PASS,31.520641806521194,153.0,-0.7739049237468538,0.0784313725490196,UNDER,True,THREE_STAGE_SURVIVOR,65.24182054628915,9.73262032085561,9.596720722862928,198.0
contact_hh_rate_last_7_LOW × lineup_quality_hh_LOW,contact_hh_rate_last_7_LOW,lineup_quality_hh_LOW,2,233,-2.6079703241755445,-0.31759656652360513,-1.2179130144167454,-1.7407190867941216,-3.571851476224503,4,4,UNDER,PLAUSIBLE,304,-0.024451618237805967,0.4243421052631579,UNDER,True,WEAK,99.06242728258283,195.0,-0.3766255387411503,0.23846153846153847,UNDER,True,WEAK,85.55867238020768,,,
contact_hh_rate_last_7_LOW × lineup_quality_ev_HIGH,contact_hh_rate_last_7_LOW,lineup_quality_ev_HIGH,2,86,2.3877348214966196,1.622093023255814,-1.2179130144167454,1.5308793476378326,3.288461792596603,4,3,OVER,PLAUSIBLE,325,-1.6902456269992763,0.03076923076923077,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_7_LOW × lineup_quality_ev_LOW,contact_hh_rate_last_7_LOW,lineup_quality_ev_LOW,2,231,-2.6568340289916357,-0.3354978354978355,-1.2179130144167454,-1.968354576568513,-3.9007693981590066,4,4,UNDER,PLAUSIBLE,283,0.268099224586992,0.49823321554770317,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_7_LOW × exit_prob_by_5_baseline_HIGH,contact_hh_rate_last_7_LOW,exit_prob_by_5_baseline_HIGH,2,128,-2.0959216966435856,-0.3828125,-1.2179130144167454,-1.5211836397184277,-2.99188218306556,3,3,UNDER,PLAUSIBLE,230,-0.7732348865407648,0.21304347826086956,UNDER,True,WEAK,63.107644346684076,141.0,-0.5192523811572667,0.16312056737588654,UNDER,True,WEAK,75.22558299821989,,,
contact_hh_rate_last_10_LOW × opp_sp_command_zone_rate_last_3_HIGH,contact_hh_rate_last_10_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,134,-2.787412636816572,-0.6343283582089553,-0.5073156778756649,-1.2435741022485456,-3.4167656031403,3,4,UNDER,PLAUSIBLE,321,-0.5583714824221179,0.29750778816199375,UNDER,True,WEAK,79.96810823603717,195.0,0.045484174584556517,0.37435897435897436,OVER,False,DEAD,,,,
contact_hh_rate_last_10_LOW × opp_sp_command_zone_rate_last_5_HIGH,contact_hh_rate_last_10_LOW,opp_sp_command_zone_rate_last_5_HIGH,2,129,-2.4660569451626513,-0.5271317829457365,-0.5073156778756649,-1.07963289273712,-2.9243261481269345,3,4,UNDER,PLAUSIBLE,309,-0.2265162061922868,0.37540453074433655,UNDER,True,WEAK,90.8146400821516,195.0,0.4118435484144154,0.49230769230769234,OVER,False,DEAD,,,,
contact_hh_rate_last_10_LOW × opp_sp_contact_barrel_allowed_last_3_LOW,contact_hh_rate_last_10_LOW,opp_sp_contact_barrel_allowed_last_3_LOW,2,145,-2.377330439692069,-0.4379310344827586,-0.5073156778756649,-0.8138815479787308,-4.286484832606933,4,4,UNDER,PLAUSIBLE,322,0.25418488450091276,0.4906832298136646,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_10_LOW × opp_sp_contact_barrel_allowed_last_10_HIGH,contact_hh_rate_last_10_LOW,opp_sp_contact_barrel_allowed_last_10_HIGH,2,118,2.2194350379240566,1.38135593220339,-0.5073156778756649,1.093694488851957,1.5915901810467146,4,4,OVER,PLAUSIBLE,185,-1.6236138861405784,-0.07837837837837838,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_10_LOW × opp_sp_contact_ev_allowed_last_3_HIGH,contact_hh_rate_last_10_LOW,opp_sp_contact_ev_allowed_last_3_HIGH,2,122,2.22624210748857,1.3688524590163935,-0.5073156778756649,1.0282333462427529,1.6147589858768954,3,3,OVER,PLAUSIBLE,241,-1.0990160389945713,0.12863070539419086,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_10_LOW × opp_pl_chase_rate_last_3_LOW,contact_hh_rate_last_10_LOW,opp_pl_chase_rate_last_3_LOW,2,124,-2.6287040742567838,-0.6129032258064516,-0.5073156778756649,-1.1024814893957193,-3.2900012740283175,3,4,UNDER,PLAUSIBLE,322,-0.5762081246704236,0.29347826086956524,UNDER,True,WEAK,78.08014487772515,189.0,-0.6550479087334786,0.1455026455026455,UNDER,True,WEAK,75.08095661476536,,,
contact_hh_rate_last_10_LOW × opp_pl_chase_rate_last_5_LOW,contact_hh_rate_last_10_LOW,opp_pl_chase_rate_last_5_LOW,2,119,-2.7181669735418152,-0.6722689075630253,-0.5073156778756649,-1.1053602859490004,-2.7970602677907177,3,4,UNDER,PLAUSIBLE,296,-0.14149749573310164,0.3952702702702703,UNDER,True,WEAK,94.79437808234688,180.0,-0.285968922198246,0.2638888888888889,UNDER,True,WEAK,89.47934674426479,,,
contact_hh_rate_last_10_LOW × opp_pl_zone_rate_last_3_HIGH,contact_hh_rate_last_10_LOW,opp_pl_zone_rate_last_3_HIGH,2,124,-2.6287040742567838,-0.6129032258064516,-0.5073156778756649,-1.1024814893957193,-3.2900012740283175,3,4,UNDER,PLAUSIBLE,322,-0.5762081246704236,0.29347826086956524,UNDER,True,WEAK,78.08014487772515,189.0,-0.6550479087334786,0.1455026455026455,UNDER,True,WEAK,75.08095661476536,,,
contact_hh_rate_last_10_LOW × opp_pl_zone_rate_last_5_HIGH,contact_hh_rate_last_10_LOW,opp_pl_zone_rate_last_5_HIGH,2,119,-2.7181669735418152,-0.6722689075630253,-0.5073156778756649,-1.1053602859490004,-2.7970602677907177,3,4,UNDER,PLAUSIBLE,296,-0.14149749573310164,0.3952702702702703,UNDER,True,WEAK,94.79437808234688,180.0,-0.285968922198246,0.2638888888888889,UNDER,True,WEAK,89.47934674426479,,,
contact_hh_rate_last_10_LOW × lineup_depth_dropoff_ev_LOW,contact_hh_rate_last_10_LOW,lineup_depth_dropoff_ev_LOW,2,191,-2.039109935491563,-0.21204188481675393,-0.5073156778756649,-1.4241824885144485,-3.7901968795106713,4,3,UNDER,PLAUSIBLE,316,-1.4518124312017817,0.08227848101265822,UNDER,True,PASS,28.801659688260166,159.0,-1.1235745019736132,-0.040880503144654086,UNDER,True,THREE_STAGE_SURVIVOR,44.898777529483425,7.905138339920943,7.840584124055061,214.0
contact_hh_rate_last_10_LOW × med_lev_k_rate_last_5_HIGH,contact_hh_rate_last_10_LOW,med_lev_k_rate_last_5_HIGH,2,113,-2.0158660397435875,-0.4026548672566372,-0.5073156778756649,-1.6171009084047816,-2.22993109701391,4,4,UNDER,PLAUSIBLE,206,-0.9343014617922757,0.1529126213592233,UNDER,True,PASS,53.65260174177466,81.0,0.849270375996692,0.7839506172839507,OVER,False,DEAD,,,,
contact_hh_rate_last_15_HIGH × damage_iso_last_7_HIGH,contact_hh_rate_last_15_HIGH,damage_iso_last_7_HIGH,2,207,2.0809932863239786,1.1111111111111112,0.9349337311040091,1.1138989862328736,1.941663872175675,4,3,OVER,PLAUSIBLE,186,0.3520493185594513,0.5403225806451613,OVER,True,WEAK,83.08263073825974,374.0,0.1548864547649387,0.39572192513368987,OVER,True,WEAK,92.55709012696809,,,
contact_hh_rate_last_15_HIGH × opp_sp_batmiss_whiff_rate_last_5_LOW,contact_hh_rate_last_15_HIGH,opp_sp_batmiss_whiff_rate_last_5_LOW,2,122,2.995951799120376,1.6844262295081966,0.9349337311040091,1.5346839748698993,2.9663264608363313,4,4,OVER,PLAUSIBLE,154,0.013822092671067468,0.43506493506493504,OVER,True,WEAK,99.53864101968777,325.0,-0.6527884421425683,0.19692307692307692,UNDER,False,DEAD,,,,
contact_hh_rate_last_15_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_hh_rate_last_15_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,124,3.2114001440503714,1.7620967741935485,0.9349337311040091,0.9953707406429112,2.9535849596128414,4,4,OVER,PLAUSIBLE,137,1.7150596721674385,1.0547445255474452,OVER,True,PASS,46.59464422878417,296.0,0.8988498049611996,0.5945945945945946,OVER,True,WEAK,72.01065688975379,,,
contact_hh_rate_last_15_HIGH × opp_sp_command_zone_rate_last_3_LOW,contact_hh_rate_last_15_HIGH,opp_sp_command_zone_rate_last_3_LOW,2,134,2.0293486534349148,1.25,0.9349337311040091,0.34282185326727604,1.6600134598044116,3,4,OVER,PLAUSIBLE,145,-0.18310691728532982,0.36551724137931035,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_HIGH × opp_pl_heart_drift_last_3_LOW,contact_hh_rate_last_15_HIGH,opp_pl_heart_drift_last_3_LOW,2,126,2.7842501188761823,1.5793650793650793,0.9349337311040091,1.7351897116480146,2.7087682699709865,3,4,OVER,PLAUSIBLE,145,-0.11490101820370109,0.3896551724137931,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_HIGH × opp_pl_pfx_z_mean_last_3_HIGH,contact_hh_rate_last_15_HIGH,opp_pl_pfx_z_mean_last_3_HIGH,2,132,2.946329757517835,1.6174242424242424,0.9349337311040091,2.1599907896485737,2.4807917436846028,4,4,OVER,PLAUSIBLE,134,-1.8175951274844702,-0.23880597014925373,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_HIGH × opp_pl_pfx_z_mean_last_5_HIGH,contact_hh_rate_last_15_HIGH,opp_pl_pfx_z_mean_last_5_HIGH,2,130,2.3861811965693,1.4038461538461537,0.9349337311040091,1.5919379355761458,1.9252634879057018,4,4,OVER,PLAUSIBLE,115,-1.5642772261968612,-0.19130434782608696,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_HIGH × opp_pl_secondary_pitch_pct_last_5_LOW,contact_hh_rate_last_15_HIGH,opp_pl_secondary_pitch_pct_last_5_LOW,2,131,2.37790290021444,1.3969465648854962,0.9349337311040091,0.9694844998395734,2.5490392890710467,4,4,OVER,PLAUSIBLE,122,-0.38238658572602147,0.2827868852459016,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_HIGH × middle_order_xwoba_contact_LOW,contact_hh_rate_last_15_HIGH,middle_order_xwoba_contact_LOW,2,98,2.0589162756797195,1.3979591836734695,0.9349337311040091,0.8359016683277427,1.8612707046095591,4,3,OVER,PLAUSIBLE,98,-0.9996336380834621,0.0,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × contact_barrel_rate_last_7_LOW,contact_hh_rate_last_15_LOW,contact_barrel_rate_last_7_LOW,2,254,-2.575127710920168,-0.2755905511811024,-1.4810972131356641,-1.7863908836496099,-3.3516676431526986,4,4,UNDER,PLAUSIBLE,520,0.9439925533808009,0.6067307692307692,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × damage_hr_rate_last_7_LOW,contact_hh_rate_last_15_LOW,damage_hr_rate_last_7_LOW,2,222,-2.263975213709813,-0.23198198198198197,-1.4810972131356641,-1.238967750314259,-2.5729696550603856,3,3,UNDER,PLAUSIBLE,467,1.34150293235325,0.6948608137044968,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × bullpen_pitches_last_game_HIGH,contact_hh_rate_last_15_LOW,bullpen_pitches_last_game_HIGH,2,138,-2.508446192743529,-0.5108695652173914,-1.4810972131356641,-0.558855810850369,-2.1798210424810778,3,4,UNDER,PLAUSIBLE,327,0.10752330634789373,0.45565749235474007,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × opp_sp_contact_barrel_allowed_last_3_LOW,contact_hh_rate_last_15_LOW,opp_sp_contact_barrel_allowed_last_3_LOW,2,135,-2.5861806412223403,-0.5518518518518518,-1.4810972131356641,-0.8138815479787308,-3.4777609090147337,3,4,UNDER,PLAUSIBLE,323,0.032735383071550675,0.43808049535603716,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × opp_sp_contact_ev_allowed_last_3_LOW,contact_hh_rate_last_15_LOW,opp_sp_contact_ev_allowed_last_3_LOW,2,142,-2.1731124410306664,-0.36971830985915494,-1.4810972131356641,-1.2767391744892946,-2.2075733565275217,3,3,UNDER,PLAUSIBLE,305,0.13776345509773516,0.4639344262295082,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × opp_sp_damage_hits_per_bf_last_5_HIGH,contact_hh_rate_last_15_LOW,opp_sp_damage_hits_per_bf_last_5_HIGH,2,128,-2.3106225848439257,-0.46875,-1.4810972131356641,-0.28601050502886216,-3.01137064932211,4,4,UNDER,PLAUSIBLE,236,-0.10013000091530766,0.4025423728813559,UNDER,True,WEAK,95.66653586907309,122.0,-1.397282507830331,-0.20901639344262296,UNDER,True,THREE_STAGE_SURVIVOR,39.52787802752683,8.1002331002331,8.018998977728797,156.0
contact_hh_rate_last_15_LOW × park_factor_runs_LOW,contact_hh_rate_last_15_LOW,park_factor_runs_LOW,2,183,-2.3827629227957394,-0.34153005464480873,-1.4810972131356641,-0.6436062893558794,-3.402080869386501,4,4,UNDER,PLAUSIBLE,424,0.7013708205371838,0.5754716981132075,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × park_factor_hr_LOW,contact_hh_rate_last_15_LOW,park_factor_hr_LOW,2,183,-2.3827629227957394,-0.34153005464480873,-1.4810972131356641,-0.6436062893558794,-3.402080869386501,4,4,UNDER,PLAUSIBLE,424,0.7013708205371838,0.5754716981132075,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × batting_hard_hit_rate_last_1_LOW,contact_hh_rate_last_15_LOW,batting_hard_hit_rate_last_1_LOW,2,215,-2.2072714673305134,-0.2255813953488372,-1.4810972131356641,-0.8504385117566212,-2.8111998494459254,3,4,UNDER,PLAUSIBLE,446,-0.12691503607582028,0.4047085201793722,UNDER,True,WEAK,94.25013923505693,197.0,-0.18009123597826598,0.3020304568527919,UNDER,True,WEAK,91.8410019499745,,,
contact_hh_rate_last_15_LOW × batting_barrel_rate_last_1_LOW,contact_hh_rate_last_15_LOW,batting_barrel_rate_last_1_LOW,2,199,-2.7122810249848133,-0.41457286432160806,-1.4810972131356641,-1.0810572310829079,-3.9875471766903443,4,3,UNDER,PLAUSIBLE,400,1.4768596425636227,0.745,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × batting_barrel_rate_last_5_LOW,contact_hh_rate_last_15_LOW,batting_barrel_rate_last_5_LOW,2,247,-2.552450735215707,-0.2793522267206478,-1.4810972131356641,-1.797445880649283,-3.334971996131389,4,4,UNDER,PLAUSIBLE,464,0.47749929445977213,0.5247844827586207,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × opp_pl_chase_rate_last_5_LOW,contact_hh_rate_last_15_LOW,opp_pl_chase_rate_last_5_LOW,2,125,-2.0247685574449776,-0.364,-1.4810972131356641,-1.1053602859490004,-2.0343851158244988,3,4,UNDER,PLAUSIBLE,308,-0.20775890136551575,0.37987012987012986,UNDER,True,WEAK,89.73912842524169,196.0,-1.7318571620788235,-0.19642857142857142,UNDER,True,THREE_STAGE_SURVIVOR,14.466413669312125,8.729680915111372,8.67018495968319,201.0
contact_hh_rate_last_15_LOW × opp_pl_pfx_x_std_last_3_LOW,contact_hh_rate_last_15_LOW,opp_pl_pfx_x_std_last_3_LOW,2,131,-2.1078304119676625,-0.37786259541984735,-1.4810972131356641,-0.11694298843442248,-2.696575661116806,4,4,UNDER,PLAUSIBLE,232,0.680429653324663,0.6206896551724138,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × opp_pl_velo_drift_last_5_LOW,contact_hh_rate_last_15_LOW,opp_pl_velo_drift_last_5_LOW,2,100,-2.232781765389743,-0.555,-1.4810972131356641,-0.5364232848221081,-2.5254648546294023,3,3,UNDER,PLAUSIBLE,229,0.27070223631722695,0.5065502183406113,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × opp_pl_velo_effective_mean_last_5_HIGH,contact_hh_rate_last_15_LOW,opp_pl_velo_effective_mean_last_5_HIGH,2,117,-2.2735434704715454,-0.49572649572649574,-1.4810972131356641,-0.6442836668848729,-3.0592060636094227,4,4,UNDER,PLAUSIBLE,305,-0.097376279619335,0.4065573770491803,UNDER,True,WEAK,95.71698184424253,150.0,-0.02646698023937782,0.35,UNDER,True,WEAK,98.83587093965313,,,
contact_hh_rate_last_15_LOW × opp_pl_zone_rate_last_5_HIGH,contact_hh_rate_last_15_LOW,opp_pl_zone_rate_last_5_HIGH,2,125,-2.0247685574449776,-0.364,-1.4810972131356641,-1.1053602859490004,-2.0343851158244988,3,4,UNDER,PLAUSIBLE,308,-0.20775890136551575,0.37987012987012986,UNDER,True,WEAK,89.73912842524169,196.0,-1.7318571620788235,-0.19642857142857142,UNDER,True,THREE_STAGE_SURVIVOR,14.466413669312125,8.729680915111372,8.67018495968319,201.0
contact_hh_rate_last_15_LOW × top_order_barrel_rate_LOW,contact_hh_rate_last_15_LOW,top_order_barrel_rate_LOW,2,231,-2.286340752341594,-0.22510822510822512,-1.4810972131356641,-1.3021319580067994,-3.800495173238181,4,4,UNDER,PLAUSIBLE,245,-0.22379830930602188,0.3693877551020408,UNDER,True,WEAK,90.21150678975496,153.0,-1.2684248048431928,-0.10130718954248366,UNDER,True,THREE_STAGE_SURVIVOR,44.52162025524348,7.64360018091361,7.502181071950353,201.0
contact_hh_rate_last_15_LOW × top_order_xwoba_contact_LOW,contact_hh_rate_last_15_LOW,top_order_xwoba_contact_LOW,2,230,-2.7360459959647425,-0.36086956521739133,-1.4810972131356641,-1.563871505987745,-3.839337141180914,4,4,UNDER,PLAUSIBLE,218,0.10633440606724467,0.4610091743119266,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × lineup_depth_dropoff_ev_LOW,contact_hh_rate_last_15_LOW,lineup_depth_dropoff_ev_LOW,2,212,-2.2703295978948828,-0.25,-1.4810972131356641,-1.4241824885144485,-4.037659321560035,4,3,UNDER,PLAUSIBLE,333,-0.601762058420038,0.2897897897897898,UNDER,True,WEAK,73.49450674571614,163.0,-1.4396593017786543,-0.147239263803681,UNDER,True,THREE_STAGE_SURVIVOR,36.58809262260645,8.209851822186618,8.120414014649512,227.0
contact_hh_rate_last_15_LOW × lineup_quality_hh_LOW,contact_hh_rate_last_15_LOW,lineup_quality_hh_LOW,2,229,-2.589433001608457,-0.31877729257641924,-1.4810972131356641,-1.7407190867941216,-2.9368411201998352,3,4,UNDER,PLAUSIBLE,378,0.13082985380093046,0.458994708994709,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × lineup_quality_ev_LOW,contact_hh_rate_last_15_LOW,lineup_quality_ev_LOW,2,219,-2.5723707568185477,-0.3310502283105023,-1.4810972131356641,-1.968354576568513,-3.241535978261908,3,4,UNDER,PLAUSIBLE,354,-0.10392569812847921,0.4067796610169492,UNDER,True,WEAK,95.95992537805816,203.0,-1.03071586724276,0.034482758620689655,UNDER,True,THREE_STAGE_SURVIVOR,59.93128655693757,3.710073710073708,3.818714424953784,246.0
contact_hh_rate_last_15_LOW × lineup_quality_xwoba_LOW,contact_hh_rate_last_15_LOW,lineup_quality_xwoba_LOW,2,229,-2.0859932613753873,-0.16812227074235808,-1.4810972131356641,-0.5443093033287142,-2.8411819364812203,4,3,UNDER,PLAUSIBLE,236,0.9385716122403459,0.690677966101695,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_15_LOW × high_lev_hr_rate_last_10_LOW,contact_hh_rate_last_15_LOW,high_lev_hr_rate_last_10_LOW,2,191,-2.3986207634352756,-0.3298429319371728,-1.4810972131356641,-1.8294922401111575,-2.466425917200094,3,3,UNDER,PLAUSIBLE,280,-0.30836666931811435,0.3517857142857143,UNDER,True,WEAK,87.14400066826424,140.0,0.4162049456331549,0.5178571428571429,OVER,False,DEAD,,,,
contact_hh_rate_last_15_LOW × med_lev_k_rate_last_5_HIGH,contact_hh_rate_last_15_LOW,med_lev_k_rate_last_5_HIGH,2,131,-2.387585822834933,-0.48854961832061067,-1.4810972131356641,-1.6171009084047816,-2.577797000227713,3,4,UNDER,PLAUSIBLE,220,-0.3823878785574101,0.32045454545454544,UNDER,True,WEAK,83.98432948879817,75.0,0.47570598602294917,0.6066666666666667,OVER,False,DEAD,,,,
contact_hh_rate_last_15_LOW × exit_prob_by_7_last_10_HIGH,contact_hh_rate_last_15_LOW,exit_prob_by_7_last_10_HIGH,2,225,-2.2910579688772157,-0.23555555555555555,-1.4810972131356641,-0.9855465307170687,-3.887634305865291,4,4,UNDER,PLAUSIBLE,472,0.4686554111387433,0.5222457627118644,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_HIGH × damage_iso_last_10_HIGH,contact_hh_rate_last_20_HIGH,damage_iso_last_10_HIGH,2,201,2.6450854784410764,1.300995024875622,1.0191526746940631,1.524466336234387,2.01910253491106,3,3,OVER,PLAUSIBLE,186,1.4360310729953225,0.8790322580645161,OVER,True,PASS,45.70946441240642,357.0,0.8367964221032267,0.5588235294117647,OVER,True,THREE_STAGE_SURVIVOR,68.36410660738245,-2.2759059122695535,-2.3049011074394388,238.0
contact_hh_rate_last_20_HIGH × opp_sp_batmiss_whiff_rate_last_3_LOW,contact_hh_rate_last_20_HIGH,opp_sp_batmiss_whiff_rate_last_3_LOW,2,123,2.2080921766974346,1.3577235772357723,1.0191526746940631,0.6855275997550142,1.6372265256911849,3,4,OVER,PLAUSIBLE,147,1.1466151811848717,0.8333333333333334,OVER,True,PASS,48.07213243697899,349.0,0.94608222363818,0.5873925501432665,OVER,True,THREE_STAGE_SURVIVOR,57.15386188935274,-3.414859252422705,-3.3075482959616487,197.0
contact_hh_rate_last_20_HIGH × opp_sp_batmiss_whiff_rate_last_5_LOW,contact_hh_rate_last_20_HIGH,opp_sp_batmiss_whiff_rate_last_5_LOW,2,124,2.7949580775496914,1.592741935483871,1.0191526746940631,1.5346839748698993,2.2692530074918116,3,4,OVER,PLAUSIBLE,151,1.2130341728786056,0.8509933774834437,OVER,True,PASS,56.599199729605274,346.0,0.5744441601685002,0.4985549132947977,OVER,True,WEAK,79.44712785559527,,,
contact_hh_rate_last_20_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_hh_rate_last_20_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,127,2.8818990394719513,1.6141732283464567,1.0191526746940631,0.9953707406429112,2.444491091018895,4,4,OVER,PLAUSIBLE,135,1.7249024955497942,1.0629629629629629,OVER,True,PASS,40.14701861777063,335.0,1.0572320501323227,0.6194029850746269,OVER,True,THREE_STAGE_SURVIVOR,63.31474365854125,0.3367003367003312,0.40861462928121206,189.0
contact_hh_rate_last_20_HIGH × opp_sp_command_bb_rate_last_5_LOW,contact_hh_rate_last_20_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,127,2.000126044543515,1.2598425196850394,1.0191526746940631,1.5941058807717499,1.6484880540911293,3,4,OVER,PLAUSIBLE,134,0.5744397243086111,0.6417910447761194,OVER,True,WEAK,71.27982379531913,308.0,1.0926151425441437,0.6396103896103896,OVER,True,THREE_STAGE_SURVIVOR,45.37268561024567,-1.918265221017517,-2.1340238824946844,181.0
contact_hh_rate_last_20_HIGH × opp_sp_contact_hh_allowed_last_10_LOW,contact_hh_rate_last_20_HIGH,opp_sp_contact_hh_allowed_last_10_LOW,2,125,2.2118408941703085,1.352,1.0191526746940631,1.1473048852116607,1.864166438893409,5,3,OVER,PLAUSIBLE,137,0.6023788713104395,0.6496350364963503,OVER,True,WEAK,72.76572320829612,161.0,-1.4096668907700984,-0.13975155279503104,UNDER,False,DEAD,,,,
contact_hh_rate_last_20_HIGH × opp_sp_contact_ev_allowed_last_5_HIGH,contact_hh_rate_last_20_HIGH,opp_sp_contact_ev_allowed_last_5_HIGH,2,141,2.3466827072303276,1.351063829787234,1.0191526746940631,1.5570764105667472,1.7471634393273068,4,4,OVER,PLAUSIBLE,113,-1.106525826751164,-0.01327433628318584,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_HIGH × opp_pl_heart_drift_last_3_LOW,contact_hh_rate_last_20_HIGH,opp_pl_heart_drift_last_3_LOW,2,126,2.7744138391109394,1.5753968253968254,1.0191526746940631,1.7351897116480146,2.8761965840908084,4,3,OVER,PLAUSIBLE,134,-0.023568988639659155,0.4216417910447761,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_HIGH × opp_pl_pfx_x_mean_last_3_LOW,contact_hh_rate_last_20_HIGH,opp_pl_pfx_x_mean_last_3_LOW,2,132,2.1006384793364945,1.2840909090909092,1.0191526746940631,0.9252356562602821,2.1500084032726403,4,3,OVER,PLAUSIBLE,134,-0.6317134424853579,0.19776119402985073,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_HIGH × opp_pl_pfx_z_mean_last_3_HIGH,contact_hh_rate_last_20_HIGH,opp_pl_pfx_z_mean_last_3_HIGH,2,126,3.000648273711528,1.6666666666666667,1.0191526746940631,2.1599907896485737,2.6793256860899275,4,4,OVER,PLAUSIBLE,138,-0.966494954049769,0.07971014492753623,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_HIGH × opp_pl_pfx_z_mean_last_5_HIGH,contact_hh_rate_last_20_HIGH,opp_pl_pfx_z_mean_last_5_HIGH,2,125,2.073583243068644,1.296,1.0191526746940631,1.5919379355761458,1.8027439005165564,4,4,OVER,PLAUSIBLE,120,-1.1597146950651147,-0.020833333333333332,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_HIGH × opp_pl_secondary_2strike_drift_last_5_LOW,contact_hh_rate_last_20_HIGH,opp_pl_secondary_2strike_drift_last_5_LOW,2,119,2.0490352119452844,1.3067226890756303,1.0191526746940631,0.519934796252049,1.505337444151177,3,4,OVER,PLAUSIBLE,115,0.8208715436451272,0.7565217391304347,OVER,True,PASS,59.93863166139446,277.0,-0.8037644500690335,0.14259927797833935,UNDER,False,DEAD,,,,
contact_hh_rate_last_20_HIGH × opp_pl_secondary_pitch_pct_last_5_LOW,contact_hh_rate_last_20_HIGH,opp_pl_secondary_pitch_pct_last_5_LOW,2,137,2.339649994177261,1.3613138686131387,1.0191526746940631,0.9694844998395734,2.4852755276891623,4,4,OVER,PLAUSIBLE,126,0.27761745819285816,0.5357142857142857,OVER,True,WEAK,88.13423123613485,227.0,-0.7109333138339561,0.14757709251101322,UNDER,False,DEAD,,,,
