features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_attenuation,val_status,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_attenuation,oos_status,synthetic_roi,real_roi,games_per_season
opp_sp_contact_ev_allowed_last_5_HIGH × opp_pl_spin_sl_mean_last_3_LOW,opp_sp_contact_ev_allowed_last_5_HIGH,opp_pl_spin_sl_mean_last_3_LOW,2,59,2.8199515559895896,2.1186440677966103,1.5570764105667472,1.3037351705041835,2.112880660364383,4,4,OVER,PLAUSIBLE,81,0.3296757758684755,0.5864197530864198,OVER,True,88.30916881645562,WEAK,145,2.6293208843275417,1.3413793103448275,OVER,True,6.7600690251982325,THREE_STAGE_SURVIVOR,7.474747474747477,7.662711057332072,90
opp_sp_contact_ev_allowed_last_5_HIGH × opp_pl_spin_sl_mean_last_5_LOW,opp_sp_contact_ev_allowed_last_5_HIGH,opp_pl_spin_sl_mean_last_5_LOW,2,60,2.426997119036055,1.875,1.5570764105667472,0.2698015245479763,1.8325548306970785,4,4,OVER,PLAUSIBLE,84,0.12425996142327068,0.4880952380952381,OVER,True,94.88009439942708,WEAK,156,3.0432447312808044,1.455128205128205,OVER,True,-25.39136150641614,THREE_STAGE_SURVIVOR,6.882202304737511,7.1632183421353135,94
opp_sp_contact_ev_allowed_last_10_HIGH × opp_pl_heart_drift_last_3_LOW,opp_sp_contact_ev_allowed_last_10_HIGH,opp_pl_heart_drift_last_3_LOW,2,133,2.9360727534501834,1.6090225563909775,1.0596505710373825,1.7351897116480146,3.4158792224561005,4,3,OVER,PLAUSIBLE,196,0.8155685384518544,0.6785714285714286,OVER,True,72.22246834675747,WEAK,293,1.6321658676946724,0.78839590443686,OVER,True,44.409897003515596,THREE_STAGE_SURVIVOR,0.7844946931241331,0.58767041030654,197
opp_sp_contact_la_allowed_last_3_HIGH × opp_sp_workload_bf_last_3_HIGH,opp_sp_contact_la_allowed_last_3_HIGH,opp_sp_workload_bf_last_3_HIGH,2,102,2.109439165538463,1.4019607843137254,1.205113731526747,0.8782848817964843,3.0785271759013013,4,4,OVER,PLAUSIBLE,163,1.98242539890578,1.0920245398773005,OVER,True,6.021210220597234,PASS,127,1.9306584060851348,1.1299212598425197,OVER,True,8.475274488785361,THREE_STAGE_SURVIVOR,5.54323725055432,5.776499055379736,123
opp_sp_contact_la_allowed_last_3_HIGH × opp_pl_heart_drift_last_3_LOW,opp_sp_contact_la_allowed_last_3_HIGH,opp_pl_heart_drift_last_3_LOW,2,117,2.1871733229355113,1.3717948717948718,1.205113731526747,1.7351897116480146,2.996245142986319,4,4,OVER,PLAUSIBLE,211,0.15674525979024292,0.476303317535545,OVER,True,92.83343216806121,WEAK,215,1.7166233901162973,0.8860465116279069,OVER,True,21.514066941328004,THREE_STAGE_SURVIVOR,-0.2989273782310563,-0.37746966256170245,172
opp_sp_contact_la_allowed_last_3_HIGH × opp_pl_primary_mix_drift_last_3_HIGH,opp_sp_contact_la_allowed_last_3_HIGH,opp_pl_primary_mix_drift_last_3_HIGH,2,137,2.1604205068776743,1.2919708029197081,1.205113731526747,1.5029651223410423,3.372996759323459,4,4,OVER,PLAUSIBLE,213,0.6164883494783802,0.6103286384976526,OVER,True,71.46442798909766,WEAK,266,1.9000105304302974,0.8834586466165414,OVER,True,12.053670830209425,THREE_STAGE_SURVIVOR,-3.414859252422705,-3.053571686751433,197
opp_sp_contact_la_allowed_last_3_LOW × opp_sp_workload_pitches_last_5_HIGH,opp_sp_contact_la_allowed_last_3_LOW,opp_sp_workload_pitches_last_5_HIGH,2,143,-2.026193719951623,-0.3111888111888112,-0.7295154825169381,-0.4129354919324458,-2.148834841060216,3,4,UNDER,PLAUSIBLE,144,-1.1041867458648849,0.03819444444444445,UNDER,True,45.50438415675041,PASS,108,-1.2916858283810424,-0.19907407407407407,UNDER,True,36.25062521603895,THREE_STAGE_SURVIVOR,6.06060606060606,5.9620328575686665,126
opp_sp_contact_la_allowed_last_3_LOW × batting_total_bip_last_5_LOW,opp_sp_contact_la_allowed_last_3_LOW,batting_total_bip_last_5_LOW,2,136,-2.27285614232075,-0.4264705882352941,-0.7295154825169381,-1.4272063918184266,-2.1145429279222774,3,3,UNDER,PLAUSIBLE,219,-0.18615471176045248,0.3767123287671233,UNDER,True,91.80965709645066,WEAK,205,-1.2621141963374696,-0.036585365853658534,UNDER,True,44.47012405066869,THREE_STAGE_SURVIVOR,4.486422668240851,4.365246560473768,179
opp_sp_contact_la_allowed_last_5_HIGH × opp_sp_workload_bf_last_3_HIGH,opp_sp_contact_la_allowed_last_5_HIGH,opp_sp_workload_bf_last_3_HIGH,2,109,2.1951363488370883,1.408256880733945,1.4451142320825063,0.8782848817964843,2.0503317166399295,4,4,OVER,PLAUSIBLE,163,1.155328092525526,0.8159509202453987,OVER,True,47.368732100054686,PASS,130,1.4189936496893218,0.9192307692307692,OVER,True,35.35737994402678,THREE_STAGE_SURVIVOR,2.4880382775119574,2.375509316669122,126
opp_sp_contact_la_allowed_last_5_HIGH × batting_total_bip_last_3_HIGH,opp_sp_contact_la_allowed_last_5_HIGH,batting_total_bip_last_3_HIGH,2,132,2.4081625804933458,1.4053030303030303,1.4451142320825063,1.6890867690033482,3.5954643201865677,4,3,OVER,PLAUSIBLE,215,1.2319845658725623,0.7883720930232558,OVER,True,48.84130432671315,PASS,245,4.090813879133475,1.5346938775510204,OVER,True,-69.87282803370421,THREE_STAGE_SURVIVOR,7.511961722488038,7.5586693380813585,190
opp_sp_contact_la_allowed_last_5_HIGH × opp_pl_primary_mix_drift_last_3_HIGH,opp_sp_contact_la_allowed_last_5_HIGH,opp_pl_primary_mix_drift_last_3_HIGH,2,116,2.503225581856204,1.5086206896551724,1.4451142320825063,1.5029651223410423,2.9381563414601346,4,4,OVER,PLAUSIBLE,232,0.48785287568400787,0.5668103448275862,OVER,True,80.51103027949033,WEAK,277,1.7154680345376674,0.8231046931407943,OVER,True,31.469698657138,THREE_STAGE_SURVIVOR,-1.854364540931706,-1.6992914696604244,201
opp_sp_contact_la_allowed_last_5_HIGH × leverage_gap_k_last_10_LOW,opp_sp_contact_la_allowed_last_5_HIGH,leverage_gap_k_last_10_LOW,2,62,2.13759064813563,1.685483870967742,1.4451142320825063,0.5899640334879184,1.9618216911037416,4,4,OVER,PLAUSIBLE,46,0.439587885824202,0.7065217391304348,OVER,True,79.43535698906604,WEAK,93,0.8544803465142857,0.7580645161290323,OVER,True,60.026006510668964,THREE_STAGE_SURVIVOR,0.839160839160841,0.946218737688298,65
opp_sp_contact_la_allowed_last_10_HIGH × opp_sp_workload_bf_last_3_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,opp_sp_workload_bf_last_3_HIGH,2,90,2.023919155902497,1.4222222222222223,1.7199797378169484,0.8782848817964843,1.8455075349074515,4,3,OVER,PLAUSIBLE,153,2.0614224791555857,1.1405228758169934,OVER,True,-1.8530050048548254,PASS,121,1.1318628252205376,0.8223140495867769,OVER,True,44.07568988516133,THREE_STAGE_SURVIVOR,6.245059288537546,6.231932447992583,115
opp_sp_contact_la_allowed_last_10_HIGH × home_rest_days_LOW,opp_sp_contact_la_allowed_last_10_HIGH,home_rest_days_LOW,2,312,2.458988367616491,1.0865384615384615,1.7199797378169484,0.030448375374317445,2.698929539477897,4,4,OVER,PLAUSIBLE,492,0.11407978224772812,0.45223577235772355,OVER,True,95.36070264706838,WEAK,491,0.7817725860235679,0.5183299389002036,OVER,True,68.20755249113505,THREE_STAGE_SURVIVOR,-2.932787244935277,-3.02047757214281,414
opp_sp_contact_la_allowed_last_10_HIGH × away_rest_days_LOW,opp_sp_contact_la_allowed_last_10_HIGH,away_rest_days_LOW,2,317,2.0887629904464955,0.9873817034700315,1.7199797378169484,0.039405024458056506,2.5713207346544262,4,3,OVER,PLAUSIBLE,503,0.0057529293115581815,0.43141153081510936,OVER,True,99.72457720967527,WEAK,509,0.9504663688507577,0.5491159135559921,OVER,True,54.49620788964739,THREE_STAGE_SURVIVOR,-4.620438477469118,-4.7362918770751055,424
opp_sp_contact_la_allowed_last_10_HIGH × batting_total_bip_last_3_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,batting_total_bip_last_3_HIGH,2,120,2.0413643738310547,1.3,1.7199797378169484,1.6890867690033482,2.5288865482385186,4,3,OVER,PLAUSIBLE,189,1.6671219907588326,0.9470899470899471,OVER,True,18.332953580936493,PASS,191,4.149096101202213,1.7094240837696335,OVER,True,-103.25112725542236,THREE_STAGE_SURVIVOR,11.430201597565611,11.463555533919356,159
opp_sp_contact_la_allowed_last_10_HIGH × opp_pl_primary_mix_drift_last_3_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,opp_pl_primary_mix_drift_last_3_HIGH,2,101,3.2834504517752143,1.9356435643564356,1.7199797378169484,1.5029651223410423,3.7311450266091577,4,4,OVER,PLAUSIBLE,203,0.6035439420318944,0.6108374384236454,OVER,True,81.61860667927591,WEAK,220,2.1049261277546867,0.9977272727272727,OVER,True,35.89286152874189,THREE_STAGE_SURVIVOR,-0.3787878787878783,-0.3363865434438451,168
