features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_attenuation,val_status,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_attenuation,oos_status,synthetic_roi,real_roi,games_per_season
contact_la_last_10_HIGH × opp_pl_pfx_x_mean_last_5_LOW,contact_la_last_10_HIGH,opp_pl_pfx_x_mean_last_5_LOW,2,127,2.0883033440363588,1.295275590551181,-0.0020020163353412206,0.9406672111480657,1.985479177733898,3,4,OVER,PLAUSIBLE,228,0.02933154017796868,0.43859649122807015,OVER,True,98.59543680463226,WEAK,266,0.8157763654890702,0.5845864661654135,OVER,True,60.93592591235792,THREE_STAGE_SURVIVOR,-0.8306414397784999,-0.6769517289336169,197
contact_la_last_15_HIGH × damage_iso_last_20_HIGH,contact_la_last_15_HIGH,damage_iso_last_20_HIGH,2,196,2.343914350151872,1.2142857142857142,1.0349437266171984,1.3876105529005496,3.3052975129316535,4,4,OVER,PLAUSIBLE,215,0.5358263997782077,0.586046511627907,OVER,True,77.13967663777949,WEAK,288,1.9450920565059184,0.875,OVER,True,17.015224708194324,THREE_STAGE_SURVIVOR,1.7798466593647306,2.0144987202352693,221
contact_la_last_15_HIGH × opp_sp_command_bb_rate_last_10_LOW,contact_la_last_15_HIGH,opp_sp_command_bb_rate_last_10_LOW,2,108,2.268089455385654,1.4444444444444444,1.0349437266171984,1.3583306582508177,1.7073830554018197,4,4,OVER,PLAUSIBLE,227,0.12954757301411554,0.4669603524229075,OVER,True,94.28825116635059,WEAK,224,0.734528090291124,0.5803571428571429,OVER,True,67.61467725415493,THREE_STAGE_SURVIVOR,0.9649568308786195,0.941390389790242,179
contact_la_last_15_HIGH × opp_sp_contact_hh_allowed_last_3_HIGH,contact_la_last_15_HIGH,opp_sp_contact_hh_allowed_last_3_HIGH,2,141,2.9510764304011894,1.5815602836879432,1.0349437266171984,1.0337608582828777,2.7531806656618993,4,3,OVER,PLAUSIBLE,230,0.24024533308087243,0.49782608695652175,OVER,True,91.8590609648083,WEAK,299,1.0476737764605752,0.6321070234113713,OVER,True,64.49858886514345,THREE_STAGE_SURVIVOR,-0.9659090909090917,-0.6562199795687285,213
contact_la_last_15_HIGH × opp_sp_contact_hh_allowed_last_5_HIGH,contact_la_last_15_HIGH,opp_sp_contact_hh_allowed_last_5_HIGH,2,123,3.0144886286126877,1.6869918699186992,1.0349437266171984,0.3534829918611602,2.5051815633457704,3,4,OVER,PLAUSIBLE,200,0.03212916695057985,0.44,OVER,True,98.93417521480696,WEAK,290,1.3216099333719018,0.7086206896551724,OVER,True,56.158072024968085,THREE_STAGE_SURVIVOR,-0.26645768025078637,0.02031097460606368,193
contact_la_last_15_HIGH × opp_pl_heart_rate_season_baseline_HIGH,contact_la_last_15_HIGH,opp_pl_heart_rate_season_baseline_HIGH,2,123,2.218047688449475,1.3617886178861789,1.0349437266171984,-0.6390468677286184,2.4422599708828296,4,4,OVER,PLAUSIBLE,249,0.14648932833071132,0.46987951807228917,OVER,True,93.39557354453841,WEAK,348,1.2259723093538524,0.6551724137931034,OVER,True,44.72741430501579,THREE_STAGE_SURVIVOR,-0.28776978417266186,-0.24586480412248646,231
contact_la_last_15_HIGH × opp_pl_velo_drift_last_3_HIGH,contact_la_last_15_HIGH,opp_pl_velo_drift_last_3_HIGH,2,103,2.2089212268982545,1.441747572815534,1.0349437266171984,0.17324895981386804,1.806706924501878,3,3,OVER,PLAUSIBLE,173,1.6066536395323439,0.9508670520231214,OVER,True,27.265236081397475,PASS,207,1.3610881192968,0.785024154589372,OVER,True,38.38222464781931,THREE_STAGE_SURVIVOR,3.943995267205681,4.163349939664984,153
contact_la_last_15_HIGH × high_lev_hr_rate_last_10_HIGH,contact_la_last_15_HIGH,high_lev_hr_rate_last_10_HIGH,2,151,2.005977562115928,1.195364238410596,1.0349437266171984,1.3174582269328283,2.840210177557609,4,4,OVER,PLAUSIBLE,242,0.1789462897128342,0.4793388429752066,OVER,True,91.07934739189805,WEAK,339,0.6047239155941105,0.5073746312684366,OVER,True,69.85390430009392,THREE_STAGE_SURVIVOR,-2.9137529137529117,-2.6987662824036307,234
contact_la_last_15_LOW × opp_pl_pfx_z_mean_last_3_LOW,contact_la_last_15_LOW,opp_pl_pfx_z_mean_last_3_LOW,2,124,-2.222177295053739,-0.4475806451612903,-0.9336740798003134,-1.1421295900091049,-2.4310173464544063,4,4,UNDER,PLAUSIBLE,157,-0.1696742053663596,0.37261146496815284,UNDER,True,92.36450639001528,WEAK,196,-0.8182981909279252,0.09693877551020408,UNDER,True,63.175836925822956,THREE_STAGE_SURVIVOR,2.9249011857707474,2.9476236224674324,153
contact_la_last_20_HIGH × damage_iso_last_20_HIGH,contact_la_last_20_HIGH,damage_iso_last_20_HIGH,2,205,2.0203625701723187,1.0951219512195123,1.2349637176435766,1.3876105529005496,3.099560925860435,4,4,OVER,PLAUSIBLE,226,0.7140952688680573,0.6327433628318584,OVER,True,64.65509312978654,WEAK,287,1.5199196148513494,0.7630662020905923,OVER,True,24.769957764476207,THREE_STAGE_SURVIVOR,1.4291385470424764,1.6337002333315143,229
contact_la_last_20_HIGH × damage_hr_rate_last_10_HIGH,contact_la_last_20_HIGH,damage_hr_rate_last_10_HIGH,2,205,2.28255378245896,1.1780487804878048,1.2349637176435766,1.724486327260765,2.699620331311655,4,3,OVER,PLAUSIBLE,226,0.32386254623523986,0.5221238938053098,OVER,True,85.81139473145961,WEAK,302,1.3550320452726867,0.7102649006622517,OVER,True,40.63526320011038,THREE_STAGE_SURVIVOR,-0.6411078343377379,-0.3261768306312307,236
contact_la_last_20_HIGH × relievers_used_last_3_games_HIGH,contact_la_last_20_HIGH,relievers_used_last_3_games_HIGH,2,148,2.5048344254373665,1.3885135135135136,1.2349637176435766,0.9265883254346348,3.630566360075176,4,3,OVER,PLAUSIBLE,303,2.515704854344462,1.046204620462046,OVER,True,-0.4339779426816707,PASS,344,1.5861313685125071,0.7441860465116279,OVER,True,36.67719700732098,THREE_STAGE_SURVIVOR,6.199428843407903,6.399545553583175,254
contact_la_last_20_HIGH × batting_total_bip_last_5_HIGH,contact_la_last_20_HIGH,batting_total_bip_last_5_HIGH,2,143,2.4057002712417668,1.367132867132867,1.2349637176435766,2.043912227908798,2.0661257796377557,4,3,OVER,PLAUSIBLE,241,1.614259043703093,0.8734439834024896,OVER,True,32.898579968573976,PASS,267,3.6271592128290724,1.357677902621723,OVER,True,-50.77352969482008,THREE_STAGE_SURVIVOR,13.018181818181821,13.18244410505387,208
contact_la_last_20_HIGH × batting_xwoba_contact_last_10_LOW,contact_la_last_20_HIGH,batting_xwoba_contact_last_10_LOW,2,105,2.0280476729163466,1.3523809523809525,1.2349637176435766,0.4612021734099555,2.1466686807397526,4,4,OVER,PLAUSIBLE,296,1.1064983319750632,0.7043918918918919,OVER,True,45.440220821638235,PASS,355,0.7413944271162732,0.5366197183098591,OVER,True,63.44294875227746,THREE_STAGE_SURVIVOR,1.4860139860139854,1.6218069774267319,242
contact_la_last_20_HIGH × lineup_quality_ev_HIGH,contact_la_last_20_HIGH,lineup_quality_ev_HIGH,2,152,2.403155800384974,1.3388157894736843,1.2349637176435766,1.5308793476378326,3.2039892484948598,4,3,OVER,PLAUSIBLE,417,0.09258810499094136,0.44964028776978415,OVER,True,96.14722836629613,WEAK,354,2.4017894272481,0.9336158192090396,OVER,True,0.056857451217059485,THREE_STAGE_SURVIVOR,1.400185318645116,1.5849110398753252,294
contact_la_last_20_HIGH × lineup_quality_xwoba_HIGH,contact_la_last_20_HIGH,lineup_quality_xwoba_HIGH,2,187,2.934243984379919,1.427807486631016,1.2349637176435766,2.5472982787234884,3.581729470238369,5,3,OVER,PLAUSIBLE,498,0.8906641436224096,0.6004016064257028,OVER,True,69.64587306427997,WEAK,413,2.2977979126010335,0.8680387409200968,OVER,True,21.690291440211737,THREE_STAGE_SURVIVOR,1.176368826226106,1.4061632376161315,350
contact_xwoba_last_7_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_xwoba_last_7_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,130,3.2577205025910043,1.75,1.02968004264282,0.9953707406429112,2.5914559300409508,4,4,OVER,PLAUSIBLE,163,0.5396000977757819,0.6104294478527608,OVER,True,83.43626786439737,WEAK,168,1.3997836868857572,0.8452380952380952,OVER,True,57.031805344490124,THREE_STAGE_SURVIVOR,2.7313493681206698,2.950838123346755,148
contact_xwoba_last_7_HIGH × opp_sp_command_bb_rate_last_10_LOW,contact_xwoba_last_7_HIGH,opp_sp_command_bb_rate_last_10_LOW,2,123,2.705867764299443,1.5609756097560976,1.02968004264282,1.3583306582508177,1.6038916537507482,3,4,OVER,PLAUSIBLE,128,0.12277193293466644,0.4765625,OVER,True,95.46275192917815,WEAK,136,1.3366366667539629,0.875,OVER,True,50.602291642288655,THREE_STAGE_SURVIVOR,1.5473887814313332,1.7410198881952832,125
contact_xwoba_last_7_LOW × opp_pl_edge_rate_last_3_HIGH,contact_xwoba_last_7_LOW,opp_pl_edge_rate_last_3_HIGH,2,123,-2.431176299753279,-0.5365853658536586,-1.3916145855712319,-1.0118572594222668,-2.8969645424358803,3,4,UNDER,PLAUSIBLE,282,-0.3542319637691869,0.3404255319148936,UNDER,True,85.42960607977564,WEAK,348,-1.1706699518081423,0.07758620689655173,UNDER,True,51.84759114643621,THREE_STAGE_SURVIVOR,6.208117334682006,6.1601927624170605,239
contact_xwoba_last_10_HIGH × damage_iso_last_10_HIGH,contact_xwoba_last_10_HIGH,damage_iso_last_10_HIGH,2,255,2.5885754953106623,1.1901960784313725,0.6717495323850907,1.524466336234387,2.5511769083433267,4,3,OVER,PLAUSIBLE,278,1.3633627931938002,0.7787769784172662,OVER,True,47.33154216813062,PASS,278,1.254001698465721,0.697841726618705,OVER,True,51.55630188351047,THREE_STAGE_SURVIVOR,-0.6691278264882371,-0.47389517683094073,262
contact_xwoba_last_10_HIGH × damage_hr_rate_last_10_HIGH,contact_xwoba_last_10_HIGH,damage_hr_rate_last_10_HIGH,2,257,2.27665096296556,1.0992217898832686,0.6717495323850907,1.724486327260765,2.263501241253095,4,3,OVER,PLAUSIBLE,248,1.0248982530430284,0.7076612903225806,OVER,True,54.98219666891764,PASS,283,1.3314820980617648,0.715547703180212,OVER,True,41.5157562700178,THREE_STAGE_SURVIVOR,-0.17825311942959138,0.01363133060108268,255
contact_xwoba_last_10_HIGH × opp_pl_heart_drift_last_3_LOW,contact_xwoba_last_10_HIGH,opp_pl_heart_drift_last_3_LOW,2,116,2.4417166194676936,1.4827586206896552,0.6717495323850907,1.7351897116480146,2.149477549105961,4,4,OVER,PLAUSIBLE,165,0.6758772910480543,0.6545454545454545,OVER,True,72.31958509602154,WEAK,147,1.5249416155194366,0.9251700680272109,OVER,True,37.54633099676074,THREE_STAGE_SURVIVOR,5.070359615814159,5.042383511179427,135
contact_xwoba_last_10_LOW × opp_sp_command_zone_rate_last_3_HIGH,contact_xwoba_last_10_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,134,-2.7301837898036827,-0.6119402985074627,-0.5915346214657189,-1.2435741022485456,-2.384617540913973,3,4,UNDER,PLAUSIBLE,290,-0.42430835581511067,0.32413793103448274,UNDER,True,84.45861566537171,WEAK,404,-1.6469563298425223,-0.008663366336633664,UNDER,True,39.67599045920097,THREE_STAGE_SURVIVOR,8.01114594218042,7.861431633044913,261
contact_xwoba_last_10_LOW × opp_pl_chase_rate_last_3_LOW,contact_xwoba_last_10_LOW,opp_pl_chase_rate_last_3_LOW,2,128,-2.4472504227895966,-0.5234375,-0.5915346214657189,-1.1024814893957193,-2.2834465012740943,3,4,UNDER,PLAUSIBLE,289,-0.42600366862770955,0.3235294117647059,UNDER,True,82.59255919784,WEAK,401,-2.046550159008015,-0.09975062344139651,UNDER,True,16.37348838721733,THREE_STAGE_SURVIVOR,7.4637424831977315,7.244699094090623,257
contact_xwoba_last_10_LOW × opp_pl_chase_rate_last_5_LOW,contact_xwoba_last_10_LOW,opp_pl_chase_rate_last_5_LOW,2,128,-2.056885171516251,-0.3671875,-0.5915346214657189,-1.1053602859490004,-2.1093365843431764,3,4,UNDER,PLAUSIBLE,271,-0.01591219918295159,0.4261992619926199,UNDER,True,99.22639341255876,WEAK,401,-1.668887967920586,-0.014962593516209476,UNDER,True,18.863338069069233,THREE_STAGE_SURVIVOR,4.974946313528986,4.788316620545374,254
contact_xwoba_last_10_LOW × opp_pl_two_strike_secondary_pct_last_5_HIGH,contact_xwoba_last_10_LOW,opp_pl_two_strike_secondary_pct_last_5_HIGH,2,121,-2.001263014356664,-0.3677685950413223,-0.5915346214657189,-0.22355125198885642,-2.207015125371334,4,4,UNDER,PLAUSIBLE,207,-0.2785073204220774,0.34782608695652173,UNDER,True,86.0834223975499,WEAK,288,-0.6828447087774113,0.17881944444444445,UNDER,True,65.87931202051811,THREE_STAGE_SURVIVOR,4.16154791154791,4.024730610959315,197
contact_xwoba_last_10_LOW × opp_pl_zone_rate_last_3_HIGH,contact_xwoba_last_10_LOW,opp_pl_zone_rate_last_3_HIGH,2,128,-2.4472504227895966,-0.5234375,-0.5915346214657189,-1.1024814893957193,-2.2834465012740943,3,4,UNDER,PLAUSIBLE,289,-0.42600366862770955,0.3235294117647059,UNDER,True,82.59255919784,WEAK,401,-2.046550159008015,-0.09975062344139651,UNDER,True,16.37348838721733,THREE_STAGE_SURVIVOR,7.4637424831977315,7.244699094090623,257
contact_xwoba_last_10_LOW × opp_pl_zone_rate_last_5_HIGH,contact_xwoba_last_10_LOW,opp_pl_zone_rate_last_5_HIGH,2,128,-2.056885171516251,-0.3671875,-0.5915346214657189,-1.1053602859490004,-2.1093365843431764,3,4,UNDER,PLAUSIBLE,271,-0.01591219918295159,0.4261992619926199,UNDER,True,99.22639341255876,WEAK,401,-1.668887967920586,-0.014962593516209476,UNDER,True,18.863338069069233,THREE_STAGE_SURVIVOR,4.974946313528986,4.788316620545374,254
contact_xwoba_last_15_HIGH × opp_sp_batmiss_k_rate_last_10_LOW,contact_xwoba_last_15_HIGH,opp_sp_batmiss_k_rate_last_10_LOW,2,116,2.2264352511079055,1.3922413793103448,0.3085553381529827,0.08112161015030457,1.9565784546378495,3,3,OVER,PLAUSIBLE,146,0.5471450206303593,0.6232876712328768,OVER,True,75.42506478200558,WEAK,138,1.048208302611208,0.7608695652173914,OVER,True,52.919883832705004,THREE_STAGE_SURVIVOR,0.11684973124561415,0.6971779077142415,129
contact_xwoba_last_15_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_xwoba_last_15_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,119,2.403285905134347,1.453781512605042,0.3085553381529827,0.9953707406429112,2.199911909666841,3,4,OVER,PLAUSIBLE,182,0.29886644106685856,0.5247252747252747,OVER,True,87.56425773444748,WEAK,146,1.1409924322668337,0.7842465753424658,OVER,True,52.523649815062235,THREE_STAGE_SURVIVOR,-0.12626262626262985,0.46055013939743095,144
contact_xwoba_last_15_HIGH × opp_sp_command_bb_rate_last_5_LOW,contact_xwoba_last_15_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,141,2.077030123046405,1.24822695035461,0.3085553381529827,1.5941058807717499,1.917653751943161,3,4,OVER,PLAUSIBLE,167,1.101073000026865,0.7934131736526946,OVER,True,46.98810634426872,PASS,145,1.2069806287038773,0.8103448275862069,OVER,True,41.889112954530276,THREE_STAGE_SURVIVOR,3.0996463490742636,3.055835323287859,145
contact_xwoba_last_15_HIGH × opp_sp_command_bb_rate_last_10_LOW,contact_xwoba_last_15_HIGH,opp_sp_command_bb_rate_last_10_LOW,2,132,2.042977710369585,1.2613636363636365,0.3085553381529827,1.3583306582508177,1.7803542305241902,3,4,OVER,PLAUSIBLE,143,0.17591154754106877,0.493006993006993,OVER,True,91.38945341164562,WEAK,126,0.8258402261714588,0.6904761904761905,OVER,True,59.576640411702776,THREE_STAGE_SURVIVOR,1.358950328022495,1.584381641182775,129
contact_xwoba_last_15_HIGH × opp_pl_heart_drift_last_3_LOW,contact_xwoba_last_15_HIGH,opp_pl_heart_drift_last_3_LOW,2,121,2.2646538741474695,1.3884297520661157,0.3085553381529827,1.7351897116480146,2.8835764919706905,4,4,OVER,PLAUSIBLE,168,0.70075665599059,0.6607142857142857,OVER,True,69.05678770649266,WEAK,137,1.1063718896512325,0.7846715328467153,OVER,True,51.14609334869211,THREE_STAGE_SURVIVOR,3.877005347593582,3.9051947342432003,136
contact_xwoba_last_20_HIGH × opp_sp_command_bb_rate_last_5_LOW,contact_xwoba_last_20_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,131,2.7251854792220866,1.534351145038168,1.2033816137973063,1.5941058807717499,2.272012397667469,4,4,OVER,PLAUSIBLE,161,1.2708670410887806,0.8571428571428571,OVER,True,53.365851580437976,PASS,155,1.7195114918291632,0.9806451612903225,OVER,True,36.90295559919087,THREE_STAGE_SURVIVOR,6.306686353090067,6.148578007796912,143
contact_xwoba_last_20_HIGH × opp_sp_command_bb_rate_last_10_LOW,contact_xwoba_last_20_HIGH,opp_sp_command_bb_rate_last_10_LOW,2,123,2.1682701296892746,1.3414634146341464,1.2033816137973063,1.3583306582508177,1.5510649130448688,3,3,OVER,PLAUSIBLE,139,0.19278060149571866,0.5,OVER,True,91.10901363921177,WEAK,123,1.048026085824877,0.7845528455284553,OVER,True,51.66533581426659,THREE_STAGE_SURVIVOR,2.639296187683283,2.80074060730382,124
contact_xwoba_last_20_HIGH × wind_speed_HIGH,contact_xwoba_last_20_HIGH,wind_speed_HIGH,2,156,2.216129087260945,1.2596153846153846,1.2033816137973063,0.755178115552178,1.94666882015242,4,4,OVER,PLAUSIBLE,230,0.22477235262863357,0.4934782608695652,OVER,True,89.85743412147332,WEAK,102,0.7556228523414494,0.696078431372549,OVER,True,65.90348203608609,THREE_STAGE_SURVIVOR,1.818181818181815,2.052107824147398,155
contact_xwoba_last_20_LOW × opp_sp_batmiss_k_rate_last_10_LOW,contact_xwoba_last_20_LOW,opp_sp_batmiss_k_rate_last_10_LOW,2,113,-2.37939998334953,-0.5575221238938053,-1.1863309105704751,0.08112161015030457,-3.5319000023895186,4,4,UNDER,PLAUSIBLE,217,-0.3564926317832041,0.3271889400921659,UNDER,True,85.01754079692972,WEAK,290,-0.9511157879743518,0.10862068965517241,UNDER,True,60.027074277967905,THREE_STAGE_SURVIVOR,7.245039224734655,7.226524444416227,197
contact_xba_last_10_HIGH × damage_iso_last_10_HIGH,contact_xba_last_10_HIGH,damage_iso_last_10_HIGH,2,200,2.1981809930367886,1.16,0.04537113943406399,1.524466336234387,1.7703217389880215,3,3,OVER,PLAUSIBLE,167,1.0829145130325104,0.7874251497005988,OVER,True,50.73588041826969,PASS,218,2.102800449536209,1.0,OVER,True,4.339066883151027,THREE_STAGE_SURVIVOR,1.3055245979939474,1.566667225396312,190
contact_xba_last_10_HIGH × opp_pl_pfx_z_std_last_5_HIGH,contact_xba_last_10_HIGH,opp_pl_pfx_z_std_last_5_HIGH,2,125,2.7747470450842275,1.58,0.04537113943406399,1.459378407595209,3.201299625362041,4,4,OVER,PLAUSIBLE,93,0.34018537108978836,0.5806451612903226,OVER,True,87.7399501445559,WEAK,138,1.3322280217231095,0.8695652173913043,OVER,True,51.98740641662095,THREE_STAGE_SURVIVOR,2.371541501976286,2.713536110393666,115
contact_xslg_last_7_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_xslg_last_7_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,129,3.765252510245161,1.9573643410852712,1.4928842323881168,0.9953707406429112,2.4269293476565723,3,4,OVER,PLAUSIBLE,142,0.16531159726994255,0.4894366197183099,OVER,True,95.60954818248887,WEAK,153,1.6087817760809604,0.9444444444444444,OVER,True,57.272937958251035,THREE_STAGE_SURVIVOR,3.8359201773835903,4.159269754653994,136
contact_xslg_last_7_HIGH × opp_sp_workload_ip_last_10_HIGH,contact_xslg_last_7_HIGH,opp_sp_workload_ip_last_10_HIGH,2,123,2.287736270713756,1.3902439024390243,1.4928842323881168,1.7744349635143328,2.6683237724011706,4,4,OVER,PLAUSIBLE,96,0.627232227337409,0.703125,OVER,True,72.58284377588167,WEAK,108,1.1590155026828803,0.8611111111111112,OVER,True,49.33788839562016,THREE_STAGE_SURVIVOR,0.3184713375796179,0.44694360022887736,104
contact_xslg_last_7_HIGH × wind_speed_HIGH,contact_xslg_last_7_HIGH,wind_speed_HIGH,2,158,2.177248531576793,1.240506329113924,1.4928842323881168,0.755178115552178,2.13500580829135,4,4,OVER,PLAUSIBLE,170,0.16820277779986514,0.4852941176470588,OVER,True,92.27452560603862,WEAK,96,1.8040547835019358,1.1875,OVER,True,17.14061314831087,THREE_STAGE_SURVIVOR,1.6282225237449086,1.719939503054868,134
contact_xslg_last_7_HIGH × opp_pl_heart_drift_last_3_LOW,contact_xslg_last_7_HIGH,opp_pl_heart_drift_last_3_LOW,2,114,2.3267933904183646,1.4429824561403508,1.4928842323881168,1.7351897116480146,2.314438270204593,4,4,OVER,PLAUSIBLE,129,0.1340651133177681,0.4806201550387597,OVER,True,94.23820293327965,WEAK,131,1.2316710057345595,0.8435114503816794,OVER,True,47.06573386332762,THREE_STAGE_SURVIVOR,3.208556149732616,3.0229859245574087,119
contact_xslg_last_7_LOW × opp_pl_edge_rate_last_3_HIGH,contact_xslg_last_7_LOW,opp_pl_edge_rate_last_3_HIGH,2,117,-2.5083180385456014,-0.594017094017094,-1.4600424772381508,-1.0118572594222668,-3.164778746344191,3,4,UNDER,PLAUSIBLE,327,-0.13254550765527456,0.39908256880733944,UNDER,True,94.7157614936211,WEAK,370,-0.9608802914514082,0.13513513513513514,UNDER,True,61.6922464900601,THREE_STAGE_SURVIVOR,4.827343199436224,4.783925326823768,258
contact_xslg_last_7_LOW × lineup_depth_dropoff_ev_LOW,contact_xslg_last_7_LOW,lineup_depth_dropoff_ev_LOW,2,174,-2.0819276990650786,-0.25862068965517243,-1.4600424772381508,-1.4241824885144485,-2.7387677588798924,3,3,UNDER,PLAUSIBLE,367,-0.45232147996743016,0.329700272479564,UNDER,True,78.27391027216977,WEAK,297,-1.1723953309144908,0.05387205387205387,UNDER,True,43.687029504388036,THREE_STAGE_SURVIVOR,0.9023234829686416,1.0224568326866468,268
contact_xslg_last_10_HIGH × damage_iso_last_10_HIGH,contact_xslg_last_10_HIGH,damage_iso_last_10_HIGH,2,268,2.505730236250523,1.1492537313432836,1.4665658125162246,1.524466336234387,2.2960491630233073,4,3,OVER,PLAUSIBLE,260,1.5807015345824098,0.8480769230769231,OVER,True,36.916531887019495,PASS,288,1.414261936835221,0.734375,OVER,True,43.558890882385356,THREE_STAGE_SURVIVOR,-0.08045052292839773,0.018905616263453773,263
contact_xslg_last_10_HIGH × damage_hr_rate_last_10_HIGH,contact_xslg_last_10_HIGH,damage_hr_rate_last_10_HIGH,2,276,2.227912224130642,1.0634057971014492,1.4665658125162246,1.724486327260765,2.0997009362758967,4,3,OVER,PLAUSIBLE,242,0.8275787330835739,0.6570247933884298,OVER,True,62.85406919895576,WEAK,299,1.1055597973956042,0.6471571906354515,OVER,True,50.376869186262184,THREE_STAGE_SURVIVOR,-1.162255466052935,-1.0659270029344747,263
contact_xslg_last_10_HIGH × damage_hr_rate_last_15_HIGH,contact_xslg_last_10_HIGH,damage_hr_rate_last_15_HIGH,2,261,2.008667273866028,1.0191570881226053,1.4665658125162246,1.2139089817460627,1.892142257257217,4,4,OVER,PLAUSIBLE,225,0.8162760178540832,0.6622222222222223,OVER,True,59.362308109743886,PASS,263,1.1438210757414806,0.6768060836501901,OVER,True,43.05572203902148,THREE_STAGE_SURVIVOR,-1.2809352070637996,-1.0826239238529656,243
contact_xslg_last_10_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_xslg_last_10_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,128,3.330155296055921,1.7890625,1.4665658125162246,0.9953707406429112,2.4093417759323077,4,4,OVER,PLAUSIBLE,139,1.5263182998406566,0.9820143884892086,OVER,True,54.16675307459818,PASS,154,1.0235324328629913,0.7305194805194806,OVER,True,69.26472365792625,THREE_STAGE_SURVIVOR,5.589225589225586,6.038236397116092,135
contact_xslg_last_10_HIGH × opp_sp_contact_la_allowed_last_3_HIGH,contact_xslg_last_10_HIGH,opp_sp_contact_la_allowed_last_3_HIGH,2,135,2.1937021345846652,1.3111111111111111,1.4665658125162246,1.205113731526747,2.7871156789656863,4,4,OVER,PLAUSIBLE,144,0.09844251019021528,0.4652777777777778,OVER,True,95.51249421522519,WEAK,155,0.8530033111224798,0.667741935483871,OVER,True,61.115809768586494,THREE_STAGE_SURVIVOR,-2.4753559693318747,-2.5043014694486,138
contact_xslg_last_10_HIGH × opp_sp_workload_bf_last_10_HIGH,contact_xslg_last_10_HIGH,opp_sp_workload_bf_last_10_HIGH,2,130,2.134403174829697,1.3038461538461539,1.4665658125162246,0.2002418164726616,2.3173913705859337,3,4,OVER,PLAUSIBLE,103,1.564810268770727,1.087378640776699,OVER,True,26.686284614640233,PASS,91,1.0671317720457583,0.8626373626373627,OVER,True,50.00327095508072,THREE_STAGE_SURVIVOR,6.539589442815252,6.713707424496507,103
contact_xslg_last_10_HIGH × batting_total_bip_last_1_HIGH,contact_xslg_last_10_HIGH,batting_total_bip_last_1_HIGH,2,142,2.116844804090243,1.2605633802816902,1.4665658125162246,1.0600795064583888,2.2895979982885186,4,3,OVER,PLAUSIBLE,167,2.1361067587050866,1.1347305389221556,OVER,True,-0.9099370240853358,PASS,147,1.0112574937243786,0.7346938775510204,OVER,True,52.2280758716751,THREE_STAGE_SURVIVOR,2.597402597402594,2.6352100805542067,147
contact_xslg_last_10_HIGH × opp_pl_heart_drift_last_3_LOW,contact_xslg_last_10_HIGH,opp_pl_heart_drift_last_3_LOW,2,121,2.856863512786867,1.6322314049586777,1.4665658125162246,1.7351897116480146,2.7781918488031603,4,4,OVER,PLAUSIBLE,141,0.8364237784027184,0.7304964539007093,OVER,True,70.72230526033118,WEAK,145,1.530239777709256,0.9310344827586207,OVER,True,46.43637083605338,THREE_STAGE_SURVIVOR,6.006076186024767,5.807840602902736,129
contact_xslg_last_10_LOW × opp_sp_command_zone_rate_last_3_HIGH,contact_xslg_last_10_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,136,-3.1628244562951826,-0.7720588235294118,-0.43362410223436787,-1.2435741022485456,-3.3563683034165464,3,4,UNDER,PLAUSIBLE,340,-0.3157146580623689,0.3573529411764706,UNDER,True,90.01795191528949,WEAK,432,-1.0048631574960214,0.1423611111111111,UNDER,True,68.22893045815506,THREE_STAGE_SURVIVOR,5.420797300147644,5.18736619150979,287
contact_xslg_last_10_LOW × opp_pl_chase_rate_last_3_LOW,contact_xslg_last_10_LOW,opp_pl_chase_rate_last_3_LOW,2,129,-3.0687733043440617,-0.7674418604651163,-0.43362410223436787,-1.1024814893957193,-3.394641164829257,3,4,UNDER,PLAUSIBLE,340,-0.3157146580623689,0.3573529411764706,UNDER,True,89.7120240972035,WEAK,431,-1.0986016111610617,0.12180974477958237,UNDER,True,64.200626693216,THREE_STAGE_SURVIVOR,4.742619631248,4.481826676945211,284
